<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 6, 7, 8, 10, 12, 13, 14, 15
<V>
2, 7, 8, 14, 15
<coordinates X,Y>
639.3707076742728, 572.8869899794731
599.2567282417402, 185.6037345260971
454.12369147297966, 328.26600990060035
534.4632726688448, 985.9812287835688
883.6761553837816, 635.107977089332
488.1367468988289, 951.5428572526278
688.9517176808832, 309.8667786371772
617.6258970084481, 998.075252089901
962.8644791421161, 428.94073017882675
738.2654453354471, 641.2672960270955
5.359801974875676, 651.0456183678731
761.1152536965527, 261.7161570833025
871.6619406519894, 404.9570713303972
701.869044620246, 215.76986367013944
965.2972428047921, 752.7169057391785
639.2994905089174, 121.43569576212076
<adjacency matrix>
1, 5
5, 1
1, 7
7, 1
1, 10
10, 1
1, 11
11, 1
1, 1
2, 4
4, 2
2, 5
5, 2
2, 9
9, 2
2, 13
13, 2
2, 16
16, 2
2, 2
3, 4
4, 3
3, 5
5, 3
3, 11
11, 3
3, 14
14, 3
3, 16
16, 3
3, 3
4, 7
7, 4
4, 9
9, 4
4, 10
10, 4
4, 15
15, 4
4, 4
5, 7
7, 5
5, 8
8, 5
5, 11
11, 5
5, 5
6, 11
11, 6
6, 12
12, 6
6, 13
13, 6
6, 6
7, 14
14, 7
7, 15
15, 7
7, 7
8, 14
14, 8
8, 15
15, 8
8, 8
9, 10
10, 9
9, 12
12, 9
9, 14
14, 9
9, 9
10, 16
16, 10
10, 10
11, 14
14, 11
11, 11
12, 13
13, 12
12, 12
13, 14
14, 13
13, 16
16, 13
13, 13
14, 14
15, 15
16, 16
<end>
