<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 6, 9, 10, 11, 12, 15, 16
<V>
4, 6, 10, 12, 15
<coordinates X,Y>
678.0368181034057, 929.5353984200996
190.64583446212774, 686.5279126215137
601.5620988874721, 953.9194943759292
392.14967443598044, 320.12210562090314
336.3738216965977, 201.0065060311607
647.1112432605773, 903.4083183341882
225.20172799203687, 644.0714955262661
971.4876456562456, 577.3781660592023
962.7170560882325, 615.0271762115748
455.8554262134714, 818.699830290676
108.27278689026565, 568.6350530126596
450.05229919768647, 444.3983701775969
959.3671588156658, 320.929286904893
59.50632202228719, 12.368939856495752
595.5156655837793, 799.8030409356529
919.888169545991, 371.2000400643361
<adjacency matrix>
1, 2
2, 1
1, 4
4, 1
1, 6
6, 1
1, 10
10, 1
1, 14
14, 1
1, 15
15, 1
1, 1
2, 4
4, 2
2, 9
9, 2
2, 13
13, 2
2, 14
14, 2
2, 2
3, 13
13, 3
3, 16
16, 3
3, 3
4, 8
8, 4
4, 9
9, 4
4, 11
11, 4
4, 13
13, 4
4, 14
14, 4
4, 4
5, 7
7, 5
5, 11
11, 5
5, 5
6, 13
13, 6
6, 16
16, 6
6, 6
7, 9
9, 7
7, 13
13, 7
7, 7
8, 10
10, 8
8, 14
14, 8
8, 8
9, 10
10, 9
9, 11
11, 9
9, 16
16, 9
9, 9
10, 12
12, 10
10, 13
13, 10
10, 14
14, 10
10, 15
15, 10
10, 10
11, 12
12, 11
11, 15
15, 11
11, 11
12, 16
16, 12
12, 12
13, 15
15, 13
13, 13
14, 14
15, 15
16, 16
<end>
