<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 5, 7, 8, 9, 10, 11, 13, 16
<V>
2, 3, 5, 8, 11
<coordinates X,Y>
175.10777191558552, 913.9964611699543
560.4666967722745, 311.3745337694609
137.23942569183546, 767.8704174118272
213.0395137136997, 73.05501742600752
164.29289153423258, 553.539530297023
846.4133865887104, 695.6862704941707
251.57292845625457, 391.8740668610655
921.5138147498865, 818.1669037419953
16.559765452457963, 546.4474260045268
305.0047240877888, 688.598781816261
558.9297720556657, 37.33518069948165
127.0179966816549, 870.9099883535579
170.86145218963497, 814.5115244119253
391.93578933464096, 700.4087176981947
479.45504186371653, 457.4756562508255
813.4699807074205, 94.56243075660913
<adjacency matrix>
1, 3
3, 1
1, 5
5, 1
1, 15
15, 1
1, 1
2, 3
3, 2
2, 6
6, 2
2, 7
7, 2
2, 9
9, 2
2, 16
16, 2
2, 2
3, 9
9, 3
3, 10
10, 3
3, 13
13, 3
3, 15
15, 3
3, 3
4, 11
11, 4
4, 13
13, 4
4, 15
15, 4
4, 4
5, 10
10, 5
5, 11
11, 5
5, 12
12, 5
5, 13
13, 5
5, 16
16, 5
5, 5
6, 14
14, 6
6, 6
7, 9
9, 7
7, 10
10, 7
7, 12
12, 7
7, 13
13, 7
7, 15
15, 7
7, 7
8, 9
9, 8
8, 10
10, 8
8, 13
13, 8
8, 8
9, 10
10, 9
9, 9
10, 12
12, 10
10, 13
13, 10
10, 10
11, 13
13, 11
11, 15
15, 11
11, 11
12, 13
13, 12
12, 12
13, 13
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
