<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 5, 7, 10, 11, 13, 14, 15, 16
<V>
4, 10, 14, 15, 16
<coordinates X,Y>
844.8070218481969, 241.0149664429133
988.9440718934911, 13.977461984194841
902.7172050039911, 680.7540922347893
842.3315371970965, 545.8828191437041
823.9719368984802, 156.43400459059168
970.2819490848202, 871.1901301619241
314.5390716947547, 243.88074799420437
937.9299510770476, 70.5813594104309
792.1134743096159, 674.2791172018092
743.5659933276595, 488.42152842778336
291.8259544063102, 952.8472458720248
80.42940303098257, 234.68600158941678
664.1917503323752, 859.5999662124667
631.6006788229749, 599.8645763720918
758.419637356811, 17.15945394885975
446.8630580148133, 674.1647952965089
<adjacency matrix>
1, 2
2, 1
1, 5
5, 1
1, 6
6, 1
1, 9
9, 1
1, 10
10, 1
1, 11
11, 1
1, 15
15, 1
1, 1
2, 3
3, 2
2, 4
4, 2
2, 9
9, 2
2, 2
3, 4
4, 3
3, 14
14, 3
3, 3
4, 6
6, 4
4, 7
7, 4
4, 11
11, 4
4, 12
12, 4
4, 16
16, 4
4, 4
5, 7
7, 5
5, 8
8, 5
5, 10
10, 5
5, 13
13, 5
5, 14
14, 5
5, 15
15, 5
5, 5
6, 14
14, 6
6, 6
7, 16
16, 7
7, 7
8, 9
9, 8
8, 14
14, 8
8, 16
16, 8
8, 8
9, 12
12, 9
9, 14
14, 9
9, 16
16, 9
9, 9
10, 12
12, 10
10, 14
14, 10
10, 15
15, 10
10, 10
11, 11
12, 15
15, 12
12, 12
13, 13
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
