<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 6, 7, 8, 9, 10, 12, 13, 14, 15
<V>
2, 7, 8, 10, 14
<coordinates X,Y>
733.0167424326163, 312.8312434802389
571.7983207411683, 813.5874468309387
479.00078141680876, 52.78634790771283
200.13615773351324, 979.9310654807729
213.3337275269881, 421.91568783603805
182.23518318173726, 328.39152527998783
806.3898157099854, 30.063417221547123
467.5614213757469, 641.1228389888624
824.1597011314306, 960.4587284334756
846.2898394325393, 104.89830175600245
406.48812346102494, 720.1184995355877
967.0126476643771, 414.1189355132698
837.2026971209931, 881.4800703934956
178.56557826695297, 18.19673220547737
683.5970415857773, 875.9966150456185
304.8138725435457, 131.28523327454695
<adjacency matrix>
1, 3
3, 1
1, 6
6, 1
1, 10
10, 1
1, 11
11, 1
1, 1
2, 5
5, 2
2, 7
7, 2
2, 8
8, 2
2, 2
3, 4
4, 3
3, 11
11, 3
3, 12
12, 3
3, 14
14, 3
3, 3
4, 6
6, 4
4, 8
8, 4
4, 11
11, 4
4, 15
15, 4
4, 4
5, 6
6, 5
5, 9
9, 5
5, 10
10, 5
5, 5
6, 7
7, 6
6, 8
8, 6
6, 10
10, 6
6, 6
7, 10
10, 7
7, 11
11, 7
7, 14
14, 7
7, 16
16, 7
7, 7
8, 15
15, 8
8, 16
16, 8
8, 8
9, 12
12, 9
9, 9
10, 11
11, 10
10, 15
15, 10
10, 10
11, 12
12, 11
11, 11
12, 13
13, 12
12, 14
14, 12
12, 12
13, 15
15, 13
13, 13
14, 16
16, 14
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
