<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 6, 8, 12, 13, 14, 16
<V>
3, 4, 8, 13, 16
<coordinates X,Y>
59.34166556638256, 17.611541969987965
399.52284614761174, 238.77137928419748
158.49266050509334, 764.8830036172676
707.0200198877122, 807.049284599885
261.68500174436514, 885.0312745942999
255.32140725385767, 787.4711768886468
589.2114382570676, 598.0394754874287
666.9514589467534, 598.0698638951276
98.2004421183534, 100.42292281627907
109.4168169739137, 10.317354761860967
820.2977809637066, 209.08969054475264
589.3408766589981, 242.9204600518995
9.157795133130447, 75.74952278649828
387.6482672891506, 589.6998438443986
796.9441775312665, 384.27932685635886
245.97221476041034, 281.0543394119538
<adjacency matrix>
1, 2
2, 1
1, 7
7, 1
1, 10
10, 1
1, 16
16, 1
1, 1
2, 5
5, 2
2, 6
6, 2
2, 9
9, 2
2, 11
11, 2
2, 12
12, 2
2, 13
13, 2
2, 15
15, 2
2, 2
3, 4
4, 3
3, 5
5, 3
3, 7
7, 3
3, 15
15, 3
3, 16
16, 3
3, 3
4, 9
9, 4
4, 13
13, 4
4, 4
5, 7
7, 5
5, 8
8, 5
5, 11
11, 5
5, 12
12, 5
5, 15
15, 5
5, 5
6, 7
7, 6
6, 12
12, 6
6, 6
7, 12
12, 7
7, 7
8, 10
10, 8
8, 12
12, 8
8, 14
14, 8
8, 8
9, 14
14, 9
9, 15
15, 9
9, 9
10, 13
13, 10
10, 14
14, 10
10, 15
15, 10
10, 10
11, 13
13, 11
11, 11
12, 12
13, 13
14, 15
15, 14
14, 14
15, 15
16, 16
<end>
