<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14
<V>
9, 10, 12, 13, 14
<coordinates X,Y>
572.0901378059413, 599.2555962400323
894.0793747966952, 240.8477340944012
305.7229632218455, 37.25413310573434
23.139763362354543, 369.2896128415442
285.99014243003666, 984.090220223104
266.78296912494625, 287.2856427438905
662.2933147683445, 841.0274122478573
457.51008976878205, 402.5194411384716
120.92825357438022, 58.80296074438688
602.3779063080735, 246.34457128396946
533.686237813097, 613.0351493131861
186.77001878450335, 348.19001022532046
288.58459946976416, 26.858577373173112
576.5296223168641, 741.7664724613103
694.7420127864752, 382.98109095940794
871.7568764822857, 29.611301227813275
<adjacency matrix>
1, 2
2, 1
1, 5
5, 1
1, 6
6, 1
1, 9
9, 1
1, 10
10, 1
1, 12
12, 1
1, 1
2, 6
6, 2
2, 9
9, 2
2, 10
10, 2
2, 13
13, 2
2, 2
3, 11
11, 3
3, 13
13, 3
3, 3
4, 12
12, 4
4, 4
5, 7
7, 5
5, 9
9, 5
5, 13
13, 5
5, 5
6, 9
9, 6
6, 10
10, 6
6, 6
7, 14
14, 7
7, 15
15, 7
7, 7
8, 10
10, 8
8, 11
11, 8
8, 12
12, 8
8, 13
13, 8
8, 15
15, 8
8, 8
9, 11
11, 9
9, 15
15, 9
9, 9
10, 11
11, 10
10, 14
14, 10
10, 10
11, 12
12, 11
11, 15
15, 11
11, 11
12, 13
13, 12
12, 16
16, 12
12, 12
13, 13
14, 15
15, 14
14, 16
16, 14
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
