<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 5, 6, 9, 11, 12, 13, 14, 16
<V>
4, 5, 6, 9, 11
<coordinates X,Y>
143.37095094627512, 254.0304636145076
811.0458595686008, 329.0217078253736
245.5286761854822, 210.89588331517587
190.54371912537766, 581.7445552423087
710.3646900903498, 373.2678214371445
464.90881423381705, 588.7639464005939
59.85645623927775, 336.58786219449837
798.1105912109123, 619.2179046292238
58.33173275625292, 439.1420861256745
673.1408529984135, 798.1341427322783
278.7496026753476, 995.6487146976806
126.57893532489007, 408.5500358878413
666.8971716745584, 969.7160661975288
407.106774497092, 558.9565026331527
416.65990242587355, 893.4728288130657
154.18947223446062, 602.3691350083616
<adjacency matrix>
1, 2
2, 1
1, 6
6, 1
1, 7
7, 1
1, 8
8, 1
1, 10
10, 1
1, 11
11, 1
1, 16
16, 1
1, 1
2, 8
8, 2
2, 9
9, 2
2, 12
12, 2
2, 15
15, 2
2, 2
3, 7
7, 3
3, 13
13, 3
3, 3
4, 6
6, 4
4, 11
11, 4
4, 4
5, 6
6, 5
5, 7
7, 5
5, 10
10, 5
5, 14
14, 5
5, 5
6, 9
9, 6
6, 10
10, 6
6, 16
16, 6
6, 6
7, 10
10, 7
7, 14
14, 7
7, 7
8, 9
9, 8
8, 14
14, 8
8, 8
9, 13
13, 9
9, 15
15, 9
9, 9
10, 11
11, 10
10, 13
13, 10
10, 16
16, 10
10, 10
11, 13
13, 11
11, 15
15, 11
11, 11
12, 12
13, 16
16, 13
13, 13
14, 16
16, 14
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
