<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 6, 7, 8, 10, 12, 13, 14, 16
<V>
3, 10, 12, 13, 16
<coordinates X,Y>
921.4576354355435, 341.1644708285323
645.976389821558, 573.5078276546049
219.8333610146032, 101.16762796646496
868.1466176961093, 263.0776163315326
194.51711691526356, 538.5003659586713
398.9810339455348, 868.024820917852
979.2301724313129, 278.0550317631853
828.5978519967065, 367.3856278695875
993.7700421033777, 407.37403573194945
801.2573165923905, 522.3063021028746
396.52532790332305, 262.6751447639469
531.6174140174353, 48.17028916074279
823.0300267664612, 23.947798830212907
862.196900496565, 669.389992840215
969.9835477114889, 618.2093597455181
403.0256504183522, 431.36855952248254
<adjacency matrix>
1, 2
2, 1
1, 5
5, 1
1, 7
7, 1
1, 8
8, 1
1, 10
10, 1
1, 11
11, 1
1, 12
12, 1
1, 13
13, 1
1, 1
2, 5
5, 2
2, 8
8, 2
2, 9
9, 2
2, 10
10, 2
2, 12
12, 2
2, 15
15, 2
2, 2
3, 6
6, 3
3, 7
7, 3
3, 9
9, 3
3, 12
12, 3
3, 14
14, 3
3, 3
4, 5
5, 4
4, 7
7, 4
4, 8
8, 4
4, 4
5, 14
14, 5
5, 5
6, 11
11, 6
6, 13
13, 6
6, 14
14, 6
6, 6
7, 15
15, 7
7, 7
8, 9
9, 8
8, 10
10, 8
8, 16
16, 8
8, 8
9, 14
14, 9
9, 9
10, 15
15, 10
10, 10
11, 11
12, 14
14, 12
12, 16
16, 12
12, 12
13, 15
15, 13
13, 13
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
