<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15
<V>
4, 9, 10, 13, 15
<coordinates X,Y>
667.3646585152062, 712.5998073017855
254.09556038005996, 281.8891683330413
956.3180526812007, 581.3162249344883
233.7112586150461, 579.1621224679734
520.5795885577614, 626.0937717340241
370.68957618557704, 510.6859151418757
477.8077031323975, 349.04170015709997
440.6802769150858, 709.3599273645533
867.4199553573969, 847.7786260263716
879.8260657965158, 817.7874215151211
888.5794467950417, 655.2601789910948
230.75281427804467, 51.1969332710238
551.654986262049, 207.6420279806752
54.06911765209039, 933.4769888050379
352.8372365352993, 546.4997091608138
168.63952798027938, 790.9649849773515
<adjacency matrix>
1, 2
2, 1
1, 4
4, 1
1, 5
5, 1
1, 9
9, 1
1, 16
16, 1
1, 1
2, 7
7, 2
2, 10
10, 2
2, 11
11, 2
2, 14
14, 2
2, 2
3, 7
7, 3
3, 13
13, 3
3, 15
15, 3
3, 16
16, 3
3, 3
4, 5
5, 4
4, 8
8, 4
4, 9
9, 4
4, 13
13, 4
4, 15
15, 4
4, 16
16, 4
4, 4
5, 13
13, 5
5, 14
14, 5
5, 5
6, 9
9, 6
6, 16
16, 6
6, 6
7, 8
8, 7
7, 9
9, 7
7, 13
13, 7
7, 7
8, 14
14, 8
8, 8
9, 14
14, 9
9, 16
16, 9
9, 9
10, 11
11, 10
10, 15
15, 10
10, 16
16, 10
10, 10
11, 13
13, 11
11, 11
12, 15
15, 12
12, 16
16, 12
12, 12
13, 13
14, 15
15, 14
14, 14
15, 15
16, 16
<end>
