<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 5, 6, 8, 11, 12, 13, 14, 16
<V>
2, 4, 6, 8, 16
<coordinates X,Y>
379.1186348303845, 891.7342336173506
629.7106612410109, 164.77661798692074
503.5508188835303, 177.19326746733518
915.7394308617387, 106.70332861139633
502.06236003338176, 992.777266564759
172.6998045065643, 106.1726107379408
499.6771516729686, 13.176410285939358
848.426175522645, 220.839903772333
218.4456912919154, 701.6409383280906
399.586472772522, 691.6487779477649
220.92406389044964, 323.4826536688654
593.2908748021321, 977.8135347570806
27.33312709525767, 417.6594535462245
851.1979772982028, 614.9598134053631
180.8213398085365, 111.41104598902209
64.09534665148823, 942.6756514000368
<adjacency matrix>
1, 4
4, 1
1, 5
5, 1
1, 6
6, 1
1, 1
2, 3
3, 2
2, 4
4, 2
2, 5
5, 2
2, 6
6, 2
2, 8
8, 2
2, 9
9, 2
2, 13
13, 2
2, 2
3, 8
8, 3
3, 9
9, 3
3, 16
16, 3
3, 3
4, 11
11, 4
4, 14
14, 4
4, 4
5, 6
6, 5
5, 7
7, 5
5, 8
8, 5
5, 5
6, 11
11, 6
6, 6
7, 11
11, 7
7, 14
14, 7
7, 7
8, 9
9, 8
8, 12
12, 8
8, 8
9, 10
10, 9
9, 9
10, 14
14, 10
10, 15
15, 10
10, 16
16, 10
10, 10
11, 13
13, 11
11, 14
14, 11
11, 15
15, 11
11, 16
16, 11
11, 11
12, 13
13, 12
12, 14
14, 12
12, 12
13, 15
15, 13
13, 13
14, 16
16, 14
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
