<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 6, 7, 8, 9, 11, 12, 14, 15
<V>
2, 7, 12, 14, 15
<coordinates X,Y>
132.9948097811566, 781.2420377607674
351.1133999112148, 364.3380066102079
770.6105340520648, 832.7688264683975
378.7555075164537, 195.19559824985808
259.16876225647394, 55.15818595590698
778.3861604367398, 848.8940689530134
180.98476443498672, 480.6938818847006
798.0513939232648, 322.87391394190075
741.6633382383915, 50.227481599339505
557.796568077289, 364.557462226525
419.87391469503734, -0.7869518234623482
713.7339232066098, 985.9117732854357
725.4032059456462, 236.77971878853617
221.66128578601595, 303.13391121458665
817.4688874105547, 244.42180302783922
848.7931099720927, 280.782801561274
<adjacency matrix>
1, 6
6, 1
1, 7
7, 1
1, 9
9, 1
1, 12
12, 1
1, 13
13, 1
1, 15
15, 1
1, 1
2, 10
10, 2
2, 11
11, 2
2, 14
14, 2
2, 15
15, 2
2, 2
3, 6
6, 3
3, 16
16, 3
3, 3
4, 9
9, 4
4, 13
13, 4
4, 14
14, 4
4, 4
5, 7
7, 5
5, 11
11, 5
5, 14
14, 5
5, 16
16, 5
5, 5
6, 7
7, 6
6, 10
10, 6
6, 14
14, 6
6, 15
15, 6
6, 16
16, 6
6, 6
7, 8
8, 7
7, 16
16, 7
7, 7
8, 9
9, 8
8, 10
10, 8
8, 12
12, 8
8, 8
9, 9
10, 15
15, 10
10, 10
11, 15
15, 11
11, 16
16, 11
11, 11
12, 12
13, 15
15, 13
13, 16
16, 13
13, 13
14, 15
15, 14
14, 16
16, 14
14, 14
15, 15
16, 16
<end>
