<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 6, 7, 8, 9, 10, 14, 15, 16
<V>
4, 6, 7, 8, 9
<coordinates X,Y>
923.1866856860293, 710.3961915500582
462.76979835391785, 123.44250645593334
475.27293284925815, 203.19421409089657
625.890934637136, 623.5308360182556
902.9268423022735, 765.0611594645311
526.0018768115647, 519.4389800160641
482.9429505000776, 890.0382066849469
868.5641114773573, 616.4286155284267
177.51228354304152, 728.3351023300188
103.8102352417283, 437.8768266656537
984.2884648086131, 981.9908683231096
757.6834189444648, 413.30046545446504
209.96965675986573, 314.2525977979321
959.4446162514575, 95.93644338164322
95.65413970011627, 139.23663131275333
28.113816211873708, 854.9087373798515
<adjacency matrix>
1, 4
4, 1
1, 5
5, 1
1, 6
6, 1
1, 11
11, 1
1, 14
14, 1
1, 15
15, 1
1, 1
2, 10
10, 2
2, 12
12, 2
2, 14
14, 2
2, 2
3, 13
13, 3
3, 16
16, 3
3, 3
4, 6
6, 4
4, 10
10, 4
4, 11
11, 4
4, 13
13, 4
4, 14
14, 4
4, 16
16, 4
4, 4
5, 11
11, 5
5, 5
6, 9
9, 6
6, 12
12, 6
6, 13
13, 6
6, 14
14, 6
6, 6
7, 10
10, 7
7, 12
12, 7
7, 14
14, 7
7, 15
15, 7
7, 7
8, 10
10, 8
8, 12
12, 8
8, 15
15, 8
8, 8
9, 14
14, 9
9, 9
10, 15
15, 10
10, 16
16, 10
10, 10
11, 16
16, 11
11, 11
12, 15
15, 12
12, 16
16, 12
12, 12
13, 13
14, 16
16, 14
14, 14
15, 15
16, 16
<end>
