<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 5, 6, 7, 8, 10, 14, 15, 16
<V>
5, 10, 14, 15, 16
<coordinates X,Y>
142.29726861579334, 385.10092728284116
230.30030174360905, 512.690642827413
906.6370595689464, 126.99687692607878
462.08489776727714, 648.4373450353525
335.4351710054276, 275.24722563539603
467.12775915061195, 470.7615312813018
588.8710103713515, 747.4584586507025
561.2947834797094, 272.3816445856084
934.4861746688644, 175.78719986540577
622.3739303017826, 428.99692312834054
206.87334367477962, 848.2769514918404
144.8133026023102, 702.3313155701566
473.71672356271233, 14.881454199387527
231.5263067311831, 159.1791165791228
198.3507758171144, 122.38681567158426
921.1764487284637, 908.7507703907073
<adjacency matrix>
1, 2
2, 1
1, 3
3, 1
1, 4
4, 1
1, 5
5, 1
1, 9
9, 1
1, 10
10, 1
1, 12
12, 1
1, 14
14, 1
1, 16
16, 1
1, 1
2, 5
5, 2
2, 7
7, 2
2, 12
12, 2
2, 13
13, 2
2, 14
14, 2
2, 2
3, 7
7, 3
3, 8
8, 3
3, 11
11, 3
3, 12
12, 3
3, 3
4, 9
9, 4
4, 4
5, 7
7, 5
5, 15
15, 5
5, 5
6, 7
7, 6
6, 8
8, 6
6, 15
15, 6
6, 6
7, 8
8, 7
7, 13
13, 7
7, 16
16, 7
7, 7
8, 9
9, 8
8, 16
16, 8
8, 8
9, 12
12, 9
9, 14
14, 9
9, 15
15, 9
9, 9
10, 14
14, 10
10, 10
11, 11
12, 15
15, 12
12, 16
16, 12
12, 12
13, 15
15, 13
13, 13
14, 14
15, 15
16, 16
<end>
