<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 3, 4, 5, 6, 8, 9, 11, 13, 14, 16
<V>
6, 8, 13, 14, 16
<coordinates X,Y>
581.883767063379, 162.70200590053207
570.9290355258297, 989.1793189593036
505.8354843226876, 641.7962231303404
454.57569632043794, 948.4820837911977
907.8319947578362, 322.5561833187739
924.9098280582359, 208.89325714460867
868.8777209762748, 726.0527457846059
107.893014720909, 831.8298182527047
213.69303508001556, 758.9084243239514
103.2721459430532, 94.44972538981385
777.9608379563896, 50.08621149731516
952.8558370378544, 725.4335505885053
793.7925674626836, 452.22775062418134
196.93276648269617, 876.4537173268262
313.33039728335626, 47.21684224007432
507.6120756662446, 837.7768543899306
<adjacency matrix>
1, 3
3, 1
1, 4
4, 1
1, 8
8, 1
1, 13
13, 1
1, 14
14, 1
1, 1
2, 7
7, 2
2, 8
8, 2
2, 14
14, 2
2, 16
16, 2
2, 2
3, 5
5, 3
3, 13
13, 3
3, 14
14, 3
3, 15
15, 3
3, 3
4, 6
6, 4
4, 7
7, 4
4, 8
8, 4
4, 11
11, 4
4, 4
5, 6
6, 5
5, 10
10, 5
5, 11
11, 5
5, 5
6, 12
12, 6
6, 14
14, 6
6, 15
15, 6
6, 16
16, 6
6, 6
7, 9
9, 7
7, 7
8, 11
11, 8
8, 8
9, 9
10, 11
11, 10
10, 14
14, 10
10, 15
15, 10
10, 10
11, 13
13, 11
11, 15
15, 11
11, 16
16, 11
11, 11
12, 14
14, 12
12, 15
15, 12
12, 12
13, 16
16, 13
13, 13
14, 15
15, 14
14, 14
15, 15
16, 16
<end>
