<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 5, 7, 8, 11, 12, 13, 15, 16
<V>
2, 7, 8, 11, 15
<coordinates X,Y>
761.5244448431101, 614.8387906769672
950.6931873635276, 914.0955085504097
594.3655300888094, 584.1233874966084
771.1988170075799, 209.1783697505098
572.0727063630014, 485.606605999965
210.1356350724806, 273.0828135470317
477.34548940742536, 583.5514112850177
137.20578795777908, 742.9613264916328
571.2814849531904, 689.9137066422398
847.5906816365334, 461.4154178468088
507.75033166030425, 194.60881649217424
128.51438519577323, 931.3305689415072
169.78123036979946, 363.2389699714559
588.0108306020569, 75.4109620592096
977.4467380450689, 731.3898391989875
367.5533220172303, 517.5423614890124
<adjacency matrix>
1, 2
2, 1
1, 10
10, 1
1, 13
13, 1
1, 1
2, 3
3, 2
2, 5
5, 2
2, 7
7, 2
2, 8
8, 2
2, 14
14, 2
2, 2
3, 4
4, 3
3, 9
9, 3
3, 16
16, 3
3, 3
4, 6
6, 4
4, 9
9, 4
4, 10
10, 4
4, 13
13, 4
4, 4
5, 8
8, 5
5, 12
12, 5
5, 13
13, 5
5, 14
14, 5
5, 5
6, 7
7, 6
6, 9
9, 6
6, 12
12, 6
6, 6
7, 9
9, 7
7, 12
12, 7
7, 15
15, 7
7, 7
8, 9
9, 8
8, 10
10, 8
8, 11
11, 8
8, 13
13, 8
8, 14
14, 8
8, 8
9, 16
16, 9
9, 9
10, 15
15, 10
10, 10
11, 11
12, 15
15, 12
12, 16
16, 12
12, 12
13, 14
14, 13
13, 16
16, 13
13, 13
14, 14
15, 15
16, 16
<end>
