<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 6, 7, 9, 10, 11, 12, 13, 16
<V>
6, 7, 12, 13, 16
<coordinates X,Y>
163.70907194950922, 79.48640805993766
603.408131169174, 507.0753220798356
688.9327850477662, 301.645518604465
916.1300219374277, 493.4211392533373
123.99746620294457, 204.9566619153676
345.10953351497324, 321.48044186557706
573.5825445481115, 849.2198638195182
187.553504192223, 578.9036797175708
583.0099081790237, 489.34643258904526
254.50604515080764, 130.210471633127
640.5034568120103, 368.08557403410225
640.952687137098, 476.21655187521094
849.7380671207815, 648.8039907655636
255.56556243647896, 78.2667014830176
300.38413446753003, 27.673041067498936
779.9208961691864, 43.11431826018938
<adjacency matrix>
1, 4
4, 1
1, 5
5, 1
1, 14
14, 1
1, 1
2, 4
4, 2
2, 5
5, 2
2, 14
14, 2
2, 16
16, 2
2, 2
3, 7
7, 3
3, 8
8, 3
3, 9
9, 3
3, 10
10, 3
3, 13
13, 3
3, 14
14, 3
3, 15
15, 3
3, 3
4, 5
5, 4
4, 8
8, 4
4, 4
5, 7
7, 5
5, 9
9, 5
5, 10
10, 5
5, 14
14, 5
5, 15
15, 5
5, 5
6, 8
8, 6
6, 6
7, 9
9, 7
7, 15
15, 7
7, 16
16, 7
7, 7
8, 10
10, 8
8, 8
9, 10
10, 9
9, 14
14, 9
9, 9
10, 11
11, 10
10, 13
13, 10
10, 15
15, 10
10, 16
16, 10
10, 10
11, 14
14, 11
11, 16
16, 11
11, 11
12, 16
16, 12
12, 12
13, 14
14, 13
13, 13
14, 14
15, 15
16, 16
<end>
