<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 6, 8, 11, 12, 14, 16
<V>
2, 11, 12, 14, 16
<coordinates X,Y>
856.2331527130892, 927.9472267610136
461.9755870483617, 935.7519635104834
605.1944890209228, 631.5151094020048
362.21200781048475, 825.7489734893073
603.3691866884924, 591.6158259361279
563.5469227389926, 185.15608713703492
591.4525776641267, 720.5594764459721
499.31324175153304, 728.4624811905016
411.54991134067257, 333.39572339512654
788.9946459943604, 401.8977831353151
410.38900956421037, 479.94653084467984
943.8455591724829, 50.45943268757152
942.9718584487324, 353.9060452997873
294.3789429454871, 678.5068170806312
492.23678589790563, 933.0238860542711
409.16152040628236, 511.7836749820546
<adjacency matrix>
1, 5
5, 1
1, 11
11, 1
1, 12
12, 1
1, 13
13, 1
1, 14
14, 1
1, 15
15, 1
1, 1
2, 7
7, 2
2, 2
3, 9
9, 3
3, 10
10, 3
3, 11
11, 3
3, 12
12, 3
3, 15
15, 3
3, 3
4, 6
6, 4
4, 16
16, 4
4, 4
5, 10
10, 5
5, 15
15, 5
5, 5
6, 11
11, 6
6, 16
16, 6
6, 6
7, 8
8, 7
7, 13
13, 7
7, 14
14, 7
7, 16
16, 7
7, 7
8, 9
9, 8
8, 12
12, 8
8, 8
9, 10
10, 9
9, 14
14, 9
9, 9
10, 11
11, 10
10, 14
14, 10
10, 10
11, 12
12, 11
11, 13
13, 11
11, 15
15, 11
11, 16
16, 11
11, 11
12, 15
15, 12
12, 16
16, 12
12, 12
13, 14
14, 13
13, 13
14, 15
15, 14
14, 14
15, 15
16, 16
<end>
