<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13
<V>
4, 5, 6, 8, 10
<coordinates X,Y>
980.6741449965546, 502.67347948933235
24.99195429067439, 10.141400298251147
949.8815472569378, 424.39499181728723
876.8016958783764, 971.8704406788197
993.6817353949888, 436.5542108244224
877.4393530519651, 989.6648430482495
12.888821161965087, 793.3578562667356
560.2377776001108, 120.88738337867419
697.2580844357941, 455.36924373410085
635.9560124236383, 159.90279863223245
260.1068827631685, 657.0060611799645
918.5837553924508, 339.41936083854387
545.818346597746, 805.7809109599265
196.30515400316713, 634.3602715113957
491.18726175460046, 699.2812644824024
123.44263945962302, 57.048369702565694
<adjacency matrix>
1, 3
3, 1
1, 5
5, 1
1, 6
6, 1
1, 11
11, 1
1, 13
13, 1
1, 14
14, 1
1, 16
16, 1
1, 1
2, 5
5, 2
2, 11
11, 2
2, 2
3, 3
4, 6
6, 4
4, 9
9, 4
4, 10
10, 4
4, 4
5, 10
10, 5
5, 11
11, 5
5, 12
12, 5
5, 14
14, 5
5, 5
6, 7
7, 6
6, 9
9, 6
6, 12
12, 6
6, 6
7, 8
8, 7
7, 11
11, 7
7, 12
12, 7
7, 15
15, 7
7, 7
8, 9
9, 8
8, 14
14, 8
8, 15
15, 8
8, 8
9, 10
10, 9
9, 11
11, 9
9, 9
10, 11
11, 10
10, 12
12, 10
10, 15
15, 10
10, 10
11, 15
15, 11
11, 16
16, 11
11, 11
12, 15
15, 12
12, 12
13, 16
16, 13
13, 13
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
