<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 6, 7, 9, 10, 11, 12, 14, 16
<V>
4, 7, 10, 12, 14
<coordinates X,Y>
248.34171319076438, 294.91721322456
307.0301305774622, 54.85687441483702
925.6214820714328, 918.4712678388117
162.33372952283523, 142.37614467019753
799.0693260780273, 254.67146044286415
761.1859180058441, 417.56549525137183
222.59626074279123, 987.0745673717196
97.9739115403085, 919.1342430409583
270.45718258543565, 931.0828530326879
0.1419970653179895, 560.4060474771778
458.10530316767665, 732.1952655946812
280.90142545172273, 140.23099435300668
81.9414484639602, 417.9303492162099
923.2445220979685, 31.472720464346818
615.2321828978886, 81.53392504653908
721.8400072453259, 28.513864255076523
<adjacency matrix>
1, 3
3, 1
1, 5
5, 1
1, 8
8, 1
1, 13
13, 1
1, 14
14, 1
1, 1
2, 4
4, 2
2, 9
9, 2
2, 15
15, 2
2, 2
3, 6
6, 3
3, 7
7, 3
3, 9
9, 3
3, 10
10, 3
3, 12
12, 3
3, 3
4, 7
7, 4
4, 11
11, 4
4, 12
12, 4
4, 15
15, 4
4, 4
5, 11
11, 5
5, 5
6, 9
9, 6
6, 11
11, 6
6, 12
12, 6
6, 14
14, 6
6, 15
15, 6
6, 6
7, 12
12, 7
7, 16
16, 7
7, 7
8, 10
10, 8
8, 13
13, 8
8, 15
15, 8
8, 8
9, 12
12, 9
9, 13
13, 9
9, 14
14, 9
9, 16
16, 9
9, 9
10, 13
13, 10
10, 10
11, 15
15, 11
11, 11
12, 14
14, 12
12, 12
13, 13
14, 16
16, 14
14, 14
15, 15
16, 16
<end>
