<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 14
<V>
3, 5, 6, 9, 14
<coordinates X,Y>
8.882495485184645, 912.816548563647
333.21162464208624, 389.40315465502306
439.99528876362996, 785.2008222462904
681.6402077762117, 892.3045113964564
203.25627166903666, 747.6314076242203
328.56412613315666, 491.3164675186863
325.6640028954721, 256.55858866044224
687.1400193909615, 858.9778565982672
216.566708623805, 464.3042678558645
780.4675018839336, 684.8121886918126
587.7064417978168, 901.7586801450316
735.3099666788065, 158.2375121467975
896.3437385695877, 584.3027014204685
677.5689641750644, 423.48016613561845
809.8669960292791, 484.7594959876605
806.1628177689009, 190.23584600908242
<adjacency matrix>
1, 3
3, 1
1, 4
4, 1
1, 1
2, 3
3, 2
2, 11
11, 2
2, 12
12, 2
2, 15
15, 2
2, 2
3, 4
4, 3
3, 5
5, 3
3, 9
9, 3
3, 10
10, 3
3, 11
11, 3
3, 13
13, 3
3, 14
14, 3
3, 3
4, 7
7, 4
4, 10
10, 4
4, 12
12, 4
4, 15
15, 4
4, 4
5, 8
8, 5
5, 11
11, 5
5, 16
16, 5
5, 5
6, 7
7, 6
6, 8
8, 6
6, 6
7, 12
12, 7
7, 13
13, 7
7, 7
8, 11
11, 8
8, 14
14, 8
8, 8
9, 9
10, 11
11, 10
10, 12
12, 10
10, 16
16, 10
10, 10
11, 13
13, 11
11, 15
15, 11
11, 16
16, 11
11, 11
12, 13
13, 12
12, 15
15, 12
12, 12
13, 13
14, 15
15, 14
14, 16
16, 14
14, 14
15, 15
16, 16
<end>
