<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 3, 4, 5, 10, 11, 12, 13, 14, 15, 16
<V>
3, 4, 10, 11, 14
<coordinates X,Y>
48.50912459110855, 280.7808698429804
581.865686835674, 665.9985472387696
908.491064050014, 540.0890023582324
356.5326941908985, 29.595978775367623
435.313970277897, 264.6759331071595
131.28625778062425, 556.0099610002725
286.4497675876224, 652.6794258369107
273.47537279169137, 596.5296131255667
986.2214326538849, 803.7953901144259
904.4868434330145, 41.383629230089724
97.01881713407718, 787.1574415111802
558.6446475598499, 530.5196901044368
620.4546184607146, 674.569710637637
515.882669761143, 562.8775559583389
819.8198364808411, 721.460236148482
23.57096262703609, 795.4474298638239
<adjacency matrix>
1, 7
7, 1
1, 11
11, 1
1, 12
12, 1
1, 13
13, 1
1, 16
16, 1
1, 1
2, 3
3, 2
2, 6
6, 2
2, 10
10, 2
2, 13
13, 2
2, 14
14, 2
2, 15
15, 2
2, 2
3, 3
4, 6
6, 4
4, 4
5, 7
7, 5
5, 8
8, 5
5, 9
9, 5
5, 10
10, 5
5, 5
6, 7
7, 6
6, 8
8, 6
6, 9
9, 6
6, 12
12, 6
6, 6
7, 9
9, 7
7, 11
11, 7
7, 14
14, 7
7, 7
8, 13
13, 8
8, 15
15, 8
8, 8
9, 12
12, 9
9, 9
10, 11
11, 10
10, 14
14, 10
10, 15
15, 10
10, 16
16, 10
10, 10
11, 15
15, 11
11, 11
12, 13
13, 12
12, 16
16, 12
12, 12
13, 15
15, 13
13, 16
16, 13
13, 13
14, 15
15, 14
14, 14
15, 15
16, 16
<end>
