<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 6, 8, 11, 13, 14, 15
<V>
3, 5, 11, 13, 14
<coordinates X,Y>
921.2937039721606, 939.9918754238059
310.18198875715984, 513.1506438843397
150.2183659052159, 815.7042744006154
304.3864431747005, 549.1000563819019
517.177876460184, 97.76550743562437
952.001131058787, 695.8464851727414
587.3324165151828, 254.1631942925202
918.8780491386307, 430.82210110787804
291.4393693560881, 337.40930894517254
479.6557358357503, 785.4367083411478
761.046698215302, 781.4531573296559
502.3815665656854, 321.6162301837886
160.93335217194038, 307.34954263353757
43.425007168483916, 336.50033532458326
404.5512554128164, 250.96438757577042
675.668831391148, 217.05521485410566
<adjacency matrix>
1, 4
4, 1
1, 5
5, 1
1, 12
12, 1
1, 13
13, 1
1, 14
14, 1
1, 16
16, 1
1, 1
2, 4
4, 2
2, 12
12, 2
2, 14
14, 2
2, 2
3, 11
11, 3
3, 12
12, 3
3, 13
13, 3
3, 14
14, 3
3, 16
16, 3
3, 3
4, 7
7, 4
4, 8
8, 4
4, 9
9, 4
4, 12
12, 4
4, 14
14, 4
4, 16
16, 4
4, 4
5, 8
8, 5
5, 13
13, 5
5, 5
6, 8
8, 6
6, 10
10, 6
6, 14
14, 6
6, 6
7, 12
12, 7
7, 7
8, 8
9, 10
10, 9
9, 12
12, 9
9, 13
13, 9
9, 14
14, 9
9, 9
10, 11
11, 10
10, 15
15, 10
10, 10
11, 12
12, 11
11, 14
14, 11
11, 11
12, 16
16, 12
12, 12
13, 16
16, 13
13, 13
14, 14
15, 15
16, 16
<end>
