<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 6, 7, 8, 14, 15, 16
<V>
2, 6, 8, 14, 15
<coordinates X,Y>
889.7662370226909, 635.8946760380592
387.3970699534873, 475.3312774489338
733.4948607719494, 774.1424312526568
476.51377149563905, 382.5290815586046
632.6578198316514, 762.124055267878
571.7364717986485, 914.5723814747754
149.7059538358009, 351.3617186962166
759.8380282800051, 798.5022008225985
969.9736753776067, 465.1362354074755
694.9334176385355, 800.8040596726568
535.0287751642393, 788.8520623264915
908.2767966006254, 991.8295724684812
96.17778763191666, 49.26845794942375
159.02363401268235, 987.6621464010545
331.31421920817627, 816.0483387300958
155.23170188341743, 909.8431895937352
<adjacency matrix>
1, 2
2, 1
1, 4
4, 1
1, 12
12, 1
1, 13
13, 1
1, 16
16, 1
1, 1
2, 7
7, 2
2, 10
10, 2
2, 11
11, 2
2, 12
12, 2
2, 15
15, 2
2, 2
3, 5
5, 3
3, 7
7, 3
3, 8
8, 3
3, 9
9, 3
3, 16
16, 3
3, 3
4, 5
5, 4
4, 6
6, 4
4, 7
7, 4
4, 9
9, 4
4, 4
5, 8
8, 5
5, 5
6, 11
11, 6
6, 13
13, 6
6, 14
14, 6
6, 6
7, 10
10, 7
7, 11
11, 7
7, 15
15, 7
7, 7
8, 12
12, 8
8, 16
16, 8
8, 8
9, 10
10, 9
9, 11
11, 9
9, 12
12, 9
9, 9
10, 11
11, 10
10, 16
16, 10
10, 10
11, 14
14, 11
11, 11
12, 12
13, 16
16, 13
13, 13
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
