<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 8, 9, 10, 11, 13, 14, 16
<V>
3, 4, 8, 9, 10
<coordinates X,Y>
393.4353727760305, 656.7444510962343
876.9722270512227, 236.57033168099107
292.6986271940155, 911.7326424708573
405.14624240903794, 293.97112238071645
626.1524545582794, 381.8118316745963
984.3842866330937, 83.47626568449228
267.19768881992763, 402.3049670179675
265.8233137553488, 298.7048026947778
752.4189517386062, 175.16141710040898
446.33727216678557, 985.0540707287256
264.6198966693333, 885.558996108453
776.6589657452938, 639.5509505319959
631.8935510328199, 861.7078838932969
563.7445051236746, 692.7112053525311
201.32572614697227, 802.660537344143
55.769386954945, 373.57105591268385
<adjacency matrix>
1, 3
3, 1
1, 4
4, 1
1, 6
6, 1
1, 11
11, 1
1, 13
13, 1
1, 1
2, 3
3, 2
2, 6
6, 2
2, 11
11, 2
2, 2
3, 9
9, 3
3, 3
4, 5
5, 4
4, 8
8, 4
4, 13
13, 4
4, 15
15, 4
4, 4
5, 6
6, 5
5, 14
14, 5
5, 15
15, 5
5, 5
6, 8
8, 6
6, 9
9, 6
6, 10
10, 6
6, 11
11, 6
6, 12
12, 6
6, 15
15, 6
6, 6
7, 8
8, 7
7, 10
10, 7
7, 13
13, 7
7, 7
8, 13
13, 8
8, 15
15, 8
8, 8
9, 9
10, 11
11, 10
10, 12
12, 10
10, 13
13, 10
10, 15
15, 10
10, 16
16, 10
10, 10
11, 11
12, 14
14, 12
12, 15
15, 12
12, 12
13, 15
15, 13
13, 13
14, 15
15, 14
14, 14
15, 15
16, 16
<end>
