<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 5, 9, 10, 11, 12, 13, 15, 16
<V>
2, 3, 5, 9, 10
<coordinates X,Y>
975.7628606064325, 136.55553235593976
294.9449929597586, 834.7655435466929
528.8963812675842, 551.060469747812
108.62353979101165, 761.1396143339593
628.4599775839982, 182.7361489176536
78.54682700426453, 678.8589134767469
855.1217319124366, 784.2630061882038
461.5367188374058, 256.2487489848981
684.6711821957706, 711.1629325281293
957.6009730753748, 785.3909880993892
885.7837083326515, 606.3201674367958
225.88226732085067, 878.4434694300331
485.0227957372636, 514.5229908698799
144.7092673960883, 222.06700754957694
203.72709059682313, 829.3275773001093
914.2822457567092, 797.7184437759616
<adjacency matrix>
1, 3
3, 1
1, 5
5, 1
1, 11
11, 1
1, 15
15, 1
1, 1
2, 7
7, 2
2, 11
11, 2
2, 15
15, 2
2, 2
3, 7
7, 3
3, 8
8, 3
3, 10
10, 3
3, 12
12, 3
3, 15
15, 3
3, 3
4, 6
6, 4
4, 12
12, 4
4, 13
13, 4
4, 15
15, 4
4, 4
5, 9
9, 5
5, 11
11, 5
5, 13
13, 5
5, 14
14, 5
5, 5
6, 10
10, 6
6, 13
13, 6
6, 6
7, 8
8, 7
7, 10
10, 7
7, 7
8, 10
10, 8
8, 11
11, 8
8, 14
14, 8
8, 8
9, 16
16, 9
9, 9
10, 11
11, 10
10, 13
13, 10
10, 10
11, 12
12, 11
11, 14
14, 11
11, 15
15, 11
11, 11
12, 15
15, 12
12, 12
13, 15
15, 13
13, 13
14, 15
15, 14
14, 14
15, 15
16, 16
<end>
