<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 7, 9, 11, 13, 14, 15, 16
<V>
7, 11, 13, 15, 16
<coordinates X,Y>
194.15111921573856, 739.3470638268202
431.2111462971919, 107.41193355879346
727.3416192899031, 158.92048661443403
994.5099068731063, 306.26676161631326
814.9589772396265, 457.35154021449193
998.0719733930194, 571.7671867143018
59.405295349634955, 970.1320593408527
459.49540936562016, 711.5382735478845
881.288622076986, 694.2731692358009
653.5326259979888, 953.9845558704319
999.6265398036006, 925.8229912156401
718.8414912079479, 674.0855413687739
716.7622490074725, 492.1263544161243
473.2630211473203, 489.81561017143264
810.4253503413731, 76.59330110563599
884.9444508025127, 583.5224122907574
<adjacency matrix>
1, 3
3, 1
1, 7
7, 1
1, 14
14, 1
1, 15
15, 1
1, 1
2, 12
12, 2
2, 13
13, 2
2, 2
3, 5
5, 3
3, 7
7, 3
3, 9
9, 3
3, 10
10, 3
3, 12
12, 3
3, 3
4, 6
6, 4
4, 9
9, 4
4, 13
13, 4
4, 15
15, 4
4, 16
16, 4
4, 4
5, 9
9, 5
5, 12
12, 5
5, 14
14, 5
5, 15
15, 5
5, 16
16, 5
5, 5
6, 7
7, 6
6, 10
10, 6
6, 15
15, 6
6, 16
16, 6
6, 6
7, 9
9, 7
7, 11
11, 7
7, 14
14, 7
7, 7
8, 9
9, 8
8, 14
14, 8
8, 16
16, 8
8, 8
9, 10
10, 9
9, 9
10, 11
11, 10
10, 15
15, 10
10, 10
11, 12
12, 11
11, 11
12, 12
13, 14
14, 13
13, 13
14, 14
15, 15
16, 16
<end>
