<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 5, 6, 9, 10, 12, 13, 15, 16
<V>
2, 5, 12, 13, 15
<coordinates X,Y>
606.7738984006666, 484.63271311832256
883.1213922029624, 931.0135067799406
356.5853058391735, 291.421140179069
681.1880205956135, 931.7702322856079
896.1277198107946, 638.2268447019526
534.6264430080319, 425.0274201098817
933.763018967065, 548.8827022999476
532.6042648902014, 138.85764186651787
839.0736509572745, 633.0128193403108
193.3806730078936, 277.3015733045361
225.4376955445746, 312.3565496556848
655.7434890428686, 872.0702959725871
958.997893398225, 869.2655224436542
256.750538958931, 304.34589905771776
679.9357141391756, 72.94644757433639
569.7554135734504, 392.7128110127772
<adjacency matrix>
1, 5
5, 1
1, 7
7, 1
1, 9
9, 1
1, 13
13, 1
1, 14
14, 1
1, 1
2, 6
6, 2
2, 10
10, 2
2, 12
12, 2
2, 13
13, 2
2, 16
16, 2
2, 2
3, 5
5, 3
3, 7
7, 3
3, 8
8, 3
3, 13
13, 3
3, 3
4, 7
7, 4
4, 10
10, 4
4, 15
15, 4
4, 4
5, 8
8, 5
5, 9
9, 5
5, 11
11, 5
5, 12
12, 5
5, 15
15, 5
5, 5
6, 7
7, 6
6, 9
9, 6
6, 6
7, 12
12, 7
7, 15
15, 7
7, 7
8, 10
10, 8
8, 15
15, 8
8, 8
9, 10
10, 9
9, 13
13, 9
9, 14
14, 9
9, 9
10, 13
13, 10
10, 14
14, 10
10, 10
11, 12
12, 11
11, 11
12, 12
13, 14
14, 13
13, 13
14, 15
15, 14
14, 14
15, 15
16, 16
<end>
