<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 6, 7, 11, 12, 13, 15
<V>
2, 5, 6, 13, 15
<coordinates X,Y>
963.2878831375115, 123.30510433177311
316.74580761130306, 904.9569601210228
763.7891180833922, 953.9439272572314
358.12235190500115, 291.0392944213934
715.3983395111097, 894.7334826135781
684.9984983299522, 484.9667718916847
193.2004717104096, 118.92022561060749
570.3567024692529, 630.2291400849635
206.11088999361453, 113.44256585990418
216.569901615835, 807.9359696856172
415.2386492161584, 110.1521162319157
291.39646577433444, 696.0727819003923
249.95972564194, 30.146946922883746
463.55166396769783, 442.1917540706823
203.57319062620346, 594.1951767549499
160.54083418591793, 117.87477343051506
<adjacency matrix>
1, 5
5, 1
1, 10
10, 1
1, 1
2, 5
5, 2
2, 7
7, 2
2, 8
8, 2
2, 9
9, 2
2, 10
10, 2
2, 2
3, 4
4, 3
3, 7
7, 3
3, 12
12, 3
3, 14
14, 3
3, 15
15, 3
3, 3
4, 5
5, 4
4, 12
12, 4
4, 4
5, 13
13, 5
5, 5
6, 7
7, 6
6, 10
10, 6
6, 11
11, 6
6, 13
13, 6
6, 14
14, 6
6, 15
15, 6
6, 6
7, 16
16, 7
7, 7
8, 9
9, 8
8, 11
11, 8
8, 15
15, 8
8, 8
9, 13
13, 9
9, 15
15, 9
9, 16
16, 9
9, 9
10, 11
11, 10
10, 13
13, 10
10, 10
11, 12
12, 11
11, 15
15, 11
11, 16
16, 11
11, 11
12, 13
13, 12
12, 12
13, 14
14, 13
13, 15
15, 13
13, 13
14, 14
15, 15
16, 16
<end>
