<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14
<V>
5, 6, 7, 13, 14
<coordinates X,Y>
5.148225976487103, 975.4799365565513
212.27574244635144, 293.6573503963428
304.3162622682766, 279.8078796955123
431.67466485845483, 662.6146007118069
876.9381350012449, 538.4545174647628
899.2645819961346, 63.463922170595026
445.2313492371595, 24.262175662078025
266.96611612443843, 53.44888488589676
970.6237439984119, 990.2555496825071
224.81039607917128, 850.2681736259808
-0.4006666148666538, 699.0083666561591
431.6377342575333, 136.46387827969542
533.9640938870866, 859.678073156389
88.16102921579476, 683.5422968583229
746.3100531401964, 898.8070948167139
820.3205510047646, 11.11382244827198
<adjacency matrix>
1, 3
3, 1
1, 5
5, 1
1, 10
10, 1
1, 12
12, 1
1, 13
13, 1
1, 1
2, 3
3, 2
2, 10
10, 2
2, 16
16, 2
2, 2
3, 5
5, 3
3, 6
6, 3
3, 15
15, 3
3, 16
16, 3
3, 3
4, 8
8, 4
4, 10
10, 4
4, 13
13, 4
4, 16
16, 4
4, 4
5, 6
6, 5
5, 16
16, 5
5, 5
6, 7
7, 6
6, 9
9, 6
6, 10
10, 6
6, 15
15, 6
6, 6
7, 11
11, 7
7, 14
14, 7
7, 7
8, 10
10, 8
8, 13
13, 8
8, 15
15, 8
8, 16
16, 8
8, 8
9, 10
10, 9
9, 16
16, 9
9, 9
10, 15
15, 10
10, 16
16, 10
10, 10
11, 11
12, 13
13, 12
12, 16
16, 12
12, 12
13, 13
14, 15
15, 14
14, 16
16, 14
14, 14
15, 15
16, 16
<end>
