<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 4, 6, 7, 8, 10, 12, 13, 14, 15, 16
<V>
4, 7, 8, 13, 14
<coordinates X,Y>
554.2204728469611, 978.6224919426188
934.5831426682886, 258.6735190444876
524.8279043420397, 84.43728272570488
70.56649507471303, 440.72548779297796
290.51892530444206, 109.63278962939818
690.8978641916165, 514.415853157792
162.19738598918084, 658.3046326782566
680.887129214233, 381.33184706786403
434.14911674823975, 559.5510070445838
966.851080808592, 623.2878222032016
892.4382048864616, 394.52198921380796
753.4787621563045, 812.4445381094282
678.6889260107814, 336.65238961796706
745.8056502407252, 916.5076057628571
548.7425044907287, 734.7017288085664
258.6534060672281, 582.1108411301307
<adjacency matrix>
1, 2
2, 1
1, 3
3, 1
1, 7
7, 1
1, 11
11, 1
1, 13
13, 1
1, 15
15, 1
1, 1
2, 8
8, 2
2, 10
10, 2
2, 11
11, 2
2, 13
13, 2
2, 14
14, 2
2, 2
3, 6
6, 3
3, 9
9, 3
3, 11
11, 3
3, 12
12, 3
3, 3
4, 6
6, 4
4, 9
9, 4
4, 10
10, 4
4, 15
15, 4
4, 16
16, 4
4, 4
5, 9
9, 5
5, 13
13, 5
5, 14
14, 5
5, 16
16, 5
5, 5
6, 8
8, 6
6, 13
13, 6
6, 16
16, 6
6, 6
7, 14
14, 7
7, 7
8, 12
12, 8
8, 13
13, 8
8, 8
9, 11
11, 9
9, 15
15, 9
9, 9
10, 16
16, 10
10, 10
11, 14
14, 11
11, 11
12, 12
13, 14
14, 13
13, 15
15, 13
13, 13
14, 14
15, 15
16, 16
<end>
