<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 14
<V>
5, 6, 7, 8, 11
<coordinates X,Y>
919.8879945627605, 716.0418222942644
418.8047971611862, 382.01631833687617
-0.8643050064178943, 884.641849053739
897.2188057307402, 898.1251822824009
119.17114642775744, 792.5901266424125
83.79937915435303, 141.15242140034073
80.37288594867704, 755.3388719076895
229.06060373383937, 419.64067713099416
532.1221314694344, 919.3872936463665
651.8448532349831, 230.7982262079524
300.11829978360544, 163.529594506394
454.4634594072374, 139.27281765581597
669.1084517071206, 265.9556284650759
299.56008570518094, 66.65096213770804
761.9423095272023, 526.14432621306
188.9871205447569, 360.18871466817865
<adjacency matrix>
1, 5
5, 1
1, 6
6, 1
1, 7
7, 1
1, 8
8, 1
1, 11
11, 1
1, 13
13, 1
1, 16
16, 1
1, 1
2, 4
4, 2
2, 7
7, 2
2, 8
8, 2
2, 10
10, 2
2, 13
13, 2
2, 2
3, 7
7, 3
3, 11
11, 3
3, 15
15, 3
3, 3
4, 7
7, 4
4, 11
11, 4
4, 12
12, 4
4, 13
13, 4
4, 15
15, 4
4, 4
5, 6
6, 5
5, 9
9, 5
5, 14
14, 5
5, 16
16, 5
5, 5
6, 16
16, 6
6, 6
7, 9
9, 7
7, 13
13, 7
7, 16
16, 7
7, 7
8, 9
9, 8
8, 8
9, 11
11, 9
9, 12
12, 9
9, 15
15, 9
9, 16
16, 9
9, 9
10, 11
11, 10
10, 10
11, 14
14, 11
11, 11
12, 16
16, 12
12, 12
13, 13
14, 14
15, 15
16, 16
<end>
