<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12
<V>
2, 6, 7, 9, 10
<coordinates X,Y>
405.0914952202845, 413.41392547537265
147.40373472848964, 200.53840362044934
108.36600360447855, 226.4808153087983
52.71183896869871, 618.9986881605789
309.9652743057104, 401.4737472506147
209.60180802933425, 937.0888800737141
328.6007075565222, 257.9670077247404
582.9364757584417, 770.9097238999653
569.6965088764671, 782.184114042049
129.93876034764187, 190.8375954202224
724.0799956035044, 768.5562839461046
774.0040979276461, 69.62187298759648
53.872167983072394, 379.77083279494855
231.3815389222605, 528.5467394455986
923.4847621150415, 106.99423604870428
853.181379786811, 477.3186922018541
<adjacency matrix>
1, 7
7, 1
1, 12
12, 1
1, 13
13, 1
1, 15
15, 1
1, 1
2, 3
3, 2
2, 8
8, 2
2, 2
3, 6
6, 3
3, 11
11, 3
3, 3
4, 5
5, 4
4, 6
6, 4
4, 8
8, 4
4, 4
5, 6
6, 5
5, 7
7, 5
5, 15
15, 5
5, 5
6, 8
8, 6
6, 9
9, 6
6, 15
15, 6
6, 6
7, 8
8, 7
7, 11
11, 7
7, 14
14, 7
7, 15
15, 7
7, 7
8, 9
9, 8
8, 12
12, 8
8, 13
13, 8
8, 8
9, 15
15, 9
9, 9
10, 11
11, 10
10, 13
13, 10
10, 16
16, 10
10, 10
11, 12
12, 11
11, 13
13, 11
11, 15
15, 11
11, 16
16, 11
11, 11
12, 12
13, 15
15, 13
13, 16
16, 13
13, 13
14, 15
15, 14
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
