<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 3, 5, 6, 8, 9, 11, 12, 14, 15, 16
<V>
5, 6, 8, 9, 12
<coordinates X,Y>
260.27611887770024, 53.44041067708709
398.7177378278611, 993.7531387647472
276.03627070649145, 284.2356365004916
476.73731113258845, 961.1755506950121
77.59150980578852, 902.1114634282617
992.297382870356, 814.2954347037638
94.68791710625958, 505.19359663404714
250.981113101269, 618.6627093343603
257.3181772827165, 871.1419845106096
514.5900488306727, 904.941064374928
321.20157078522607, 34.53819244700558
496.87122296072545, 188.51160563591696
282.21980162968015, 546.78490118896
375.7047479784161, 814.1874703599046
943.744716064027, 652.383972777889
504.56751984707194, 947.2947966525967
<adjacency matrix>
1, 2
2, 1
1, 5
5, 1
1, 6
6, 1
1, 7
7, 1
1, 8
8, 1
1, 10
10, 1
1, 11
11, 1
1, 13
13, 1
1, 16
16, 1
1, 1
2, 4
4, 2
2, 6
6, 2
2, 7
7, 2
2, 10
10, 2
2, 11
11, 2
2, 13
13, 2
2, 15
15, 2
2, 2
3, 11
11, 3
3, 3
4, 8
8, 4
4, 9
9, 4
4, 12
12, 4
4, 4
5, 11
11, 5
5, 13
13, 5
5, 5
6, 11
11, 6
6, 13
13, 6
6, 14
14, 6
6, 6
7, 10
10, 7
7, 11
11, 7
7, 14
14, 7
7, 16
16, 7
7, 7
8, 15
15, 8
8, 8
9, 10
10, 9
9, 15
15, 9
9, 9
10, 10
11, 12
12, 11
11, 11
12, 16
16, 12
12, 12
13, 15
15, 13
13, 13
14, 16
16, 14
14, 14
15, 15
16, 16
<end>
