<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16
<V>
8, 12, 13, 15, 16
<coordinates X,Y>
451.0505031614732, 846.0509489622732
161.46474037630387, 166.59117760415631
650.1114931064, 198.20037857910822
12.193271976060533, 824.561777741477
665.9393326668468, 105.00490120009378
728.845591091762, 258.0714114034576
50.203245897094824, 385.7338781021291
792.792811419318, 878.9413348950937
366.34738947306084, 837.1312175767005
494.55052663012344, 77.1990697399112
212.74649578508124, 756.8641729880345
787.9497775608689, 165.5004062679046
120.27430741416818, 788.2868933722555
252.8025445631952, 774.3851750734362
37.43139295967882, 409.47552592870346
683.751005634321, 55.468882293491646
<adjacency matrix>
1, 5
5, 1
1, 8
8, 1
1, 12
12, 1
1, 13
13, 1
1, 16
16, 1
1, 1
2, 11
11, 2
2, 13
13, 2
2, 15
15, 2
2, 2
3, 6
6, 3
3, 13
13, 3
3, 14
14, 3
3, 16
16, 3
3, 3
4, 8
8, 4
4, 9
9, 4
4, 12
12, 4
4, 13
13, 4
4, 4
5, 12
12, 5
5, 14
14, 5
5, 5
6, 8
8, 6
6, 11
11, 6
6, 13
13, 6
6, 14
14, 6
6, 6
7, 8
8, 7
7, 10
10, 7
7, 13
13, 7
7, 15
15, 7
7, 7
8, 10
10, 8
8, 12
12, 8
8, 15
15, 8
8, 8
9, 12
12, 9
9, 9
10, 13
13, 10
10, 14
14, 10
10, 10
11, 14
14, 11
11, 15
15, 11
11, 16
16, 11
11, 11
12, 12
13, 14
14, 13
13, 13
14, 14
15, 15
16, 16
<end>
