<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 4, 5, 6, 7, 9, 10, 11, 12, 13, 16
<V>
4, 5, 7, 9, 12
<coordinates X,Y>
347.6003646589646, 444.3276066041237
327.41760966121194, 529.7699560432546
986.7237445511902, 444.10573184675434
180.49861896316665, 46.76665232003134
393.58944322988475, 11.637861483399453
686.8797253097936, 862.5369941119304
140.4634819482907, 787.710985825978
490.96205529085177, 634.144066477528
223.71128304168826, 635.1943335821678
632.7456660851453, 66.96695789827905
822.737991168777, 706.5928805063306
745.166909412282, 446.1823797233836
817.0167694452191, 406.08502754772684
742.1380987317234, 960.9271296572841
580.4801735369709, 892.7370395106827
446.60455126955947, 590.7476808652513
<adjacency matrix>
1, 4
4, 1
1, 9
9, 1
1, 11
11, 1
1, 15
15, 1
1, 1
2, 4
4, 2
2, 9
9, 2
2, 13
13, 2
2, 15
15, 2
2, 2
3, 5
5, 3
3, 10
10, 3
3, 16
16, 3
3, 3
4, 8
8, 4
4, 10
10, 4
4, 11
11, 4
4, 12
12, 4
4, 4
5, 7
7, 5
5, 10
10, 5
5, 5
6, 9
9, 6
6, 10
10, 6
6, 11
11, 6
6, 14
14, 6
6, 16
16, 6
6, 6
7, 8
8, 7
7, 10
10, 7
7, 11
11, 7
7, 12
12, 7
7, 7
8, 11
11, 8
8, 13
13, 8
8, 16
16, 8
8, 8
9, 11
11, 9
9, 13
13, 9
9, 14
14, 9
9, 9
10, 14
14, 10
10, 16
16, 10
10, 10
11, 12
12, 11
11, 11
12, 12
13, 16
16, 13
13, 13
14, 14
15, 15
16, 16
<end>
