<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 5, 6, 7, 8, 11, 12, 13, 14, 16
<V>
2, 7, 8, 12, 14
<coordinates X,Y>
51.291415182011, 947.2183811724424
448.45961299169744, 196.17903248272646
824.7680189901457, 834.5549790252281
924.0094647775184, 319.28454826015036
111.47192595959443, 716.8066311538779
908.7545802426731, 683.7239367784125
691.5261797236363, 898.6578224106318
164.09669538101346, 324.8023283972151
896.0503587237284, 721.4620389185613
318.66078369682316, 779.6143733479161
512.8767676215837, 366.72821617435585
806.1381254705391, 694.9983781534921
453.47112122391883, 285.1086522505106
893.0544259774522, 482.80347052410866
150.1557363977769, 170.2841965034519
815.9222147541615, 774.2266509036564
<adjacency matrix>
1, 6
6, 1
1, 8
8, 1
1, 13
13, 1
1, 15
15, 1
1, 1
2, 6
6, 2
2, 8
8, 2
2, 11
11, 2
2, 13
13, 2
2, 2
3, 4
4, 3
3, 9
9, 3
3, 11
11, 3
3, 12
12, 3
3, 13
13, 3
3, 15
15, 3
3, 3
4, 9
9, 4
4, 15
15, 4
4, 16
16, 4
4, 4
5, 9
9, 5
5, 10
10, 5
5, 12
12, 5
5, 14
14, 5
5, 5
6, 7
7, 6
6, 15
15, 6
6, 16
16, 6
6, 6
7, 8
8, 7
7, 9
9, 7
7, 12
12, 7
7, 15
15, 7
7, 7
8, 9
9, 8
8, 8
9, 10
10, 9
9, 9
10, 11
11, 10
10, 12
12, 10
10, 13
13, 10
10, 10
11, 14
14, 11
11, 11
12, 12
13, 14
14, 13
13, 13
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
