<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 8, 10, 11, 12, 14, 15
<V>
2, 5, 8, 12, 15
<coordinates X,Y>
794.4541138264473, 277.7787773891878
727.8859506646429, 124.03730641861327
804.4494171378386, 608.5773111121074
601.8028976493455, 28.531071649567128
633.0326644319289, 930.2799833553968
374.7855052102751, 795.928169664559
927.6948490542942, 640.5419940486321
466.50954484287206, 73.0576357879272
250.21364382483227, 195.98172286026715
78.84615620155688, 894.1826073672697
424.5567084295048, 585.1323895049148
237.5623645740924, 626.1870069994133
154.27735107098079, 452.2809773589347
55.407348728346435, 253.0905374488133
765.6367419198185, 152.4997866822594
510.11652841409506, 411.3080698925754
<adjacency matrix>
1, 12
12, 1
1, 15
15, 1
1, 1
2, 3
3, 2
2, 5
5, 2
2, 9
9, 2
2, 14
14, 2
2, 15
15, 2
2, 16
16, 2
2, 2
3, 5
5, 3
3, 6
6, 3
3, 13
13, 3
3, 14
14, 3
3, 3
4, 5
5, 4
4, 8
8, 4
4, 11
11, 4
4, 12
12, 4
4, 4
5, 8
8, 5
5, 9
9, 5
5, 14
14, 5
5, 5
6, 7
7, 6
6, 8
8, 6
6, 12
12, 6
6, 15
15, 6
6, 16
16, 6
6, 6
7, 10
10, 7
7, 7
8, 9
9, 8
8, 8
9, 11
11, 9
9, 12
12, 9
9, 13
13, 9
9, 9
10, 13
13, 10
10, 10
11, 15
15, 11
11, 11
12, 13
13, 12
12, 14
14, 12
12, 12
13, 14
14, 13
13, 13
14, 15
15, 14
14, 16
16, 14
14, 14
15, 15
16, 16
<end>
