<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 6, 7, 8, 10, 11, 12, 13, 15
<V>
4, 6, 7, 11, 13
<coordinates X,Y>
358.67415811757127, 731.871420431172
716.1729613945361, 141.49104647370163
372.65383286571404, 215.25361555883157
741.8018820179532, 968.1497677307982
849.4512406601833, 336.5376066422641
121.6112665377921, 695.1373355368256
99.13344429954336, 701.1874836517532
684.4116663148245, 292.15765116238214
76.45244793197762, 970.3766355696343
477.0048876223486, 642.9657299004871
982.2733336014674, 228.64591962622276
524.8050974824847, 962.8452518001219
369.8129326370202, 56.70894054272598
50.90210109544872, 912.1443848764337
71.87069651003814, 9.396653961417465
185.56649366788213, 791.5556209580925
<adjacency matrix>
1, 7
7, 1
1, 8
8, 1
1, 10
10, 1
1, 1
2, 4
4, 2
2, 5
5, 2
2, 8
8, 2
2, 9
9, 2
2, 10
10, 2
2, 12
12, 2
2, 15
15, 2
2, 2
3, 9
9, 3
3, 3
4, 6
6, 4
4, 7
7, 4
4, 10
10, 4
4, 12
12, 4
4, 4
5, 12
12, 5
5, 13
13, 5
5, 15
15, 5
5, 16
16, 5
5, 5
6, 9
9, 6
6, 11
11, 6
6, 12
12, 6
6, 13
13, 6
6, 14
14, 6
6, 6
7, 8
8, 7
7, 13
13, 7
7, 14
14, 7
7, 16
16, 7
7, 7
8, 8
9, 11
11, 9
9, 12
12, 9
9, 15
15, 9
9, 16
16, 9
9, 9
10, 13
13, 10
10, 14
14, 10
10, 10
11, 15
15, 11
11, 11
12, 15
15, 12
12, 12
13, 13
14, 14
15, 15
16, 16
<end>
