<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 3, 4, 5, 8, 9, 10, 11, 13, 14, 15
<V>
4, 5, 9, 13, 15
<coordinates X,Y>
910.2534134736163, 459.199672223819
67.64156355884606, 747.8147448511698
793.3563515310352, 627.3092092433237
197.76695418301318, 22.87909178632285
858.4921228464758, 415.24546409596155
870.5440322784885, 786.8110475343464
669.3217891466285, 76.24265229206809
902.8370113591699, 679.0990467060918
645.3199932472698, 716.5037704684203
796.4670790159353, 900.5246771770949
578.5342474162552, 820.8898678866732
753.2683425994151, 744.4012330063682
312.26088224015353, 836.9223090336676
443.86728154561456, 671.1304344220501
207.82854586342603, 650.5282609363001
300.2244639013762, 370.2099938655303
<adjacency matrix>
1, 2
2, 1
1, 10
10, 1
1, 12
12, 1
1, 14
14, 1
1, 1
2, 3
3, 2
2, 4
4, 2
2, 6
6, 2
2, 7
7, 2
2, 8
8, 2
2, 11
11, 2
2, 2
3, 8
8, 3
3, 9
9, 3
3, 11
11, 3
3, 12
12, 3
3, 16
16, 3
3, 3
4, 5
5, 4
4, 7
7, 4
4, 12
12, 4
4, 13
13, 4
4, 4
5, 6
6, 5
5, 9
9, 5
5, 14
14, 5
5, 15
15, 5
5, 5
6, 13
13, 6
6, 6
7, 10
10, 7
7, 11
11, 7
7, 15
15, 7
7, 7
8, 13
13, 8
8, 8
9, 10
10, 9
9, 13
13, 9
9, 9
10, 13
13, 10
10, 14
14, 10
10, 10
11, 14
14, 11
11, 15
15, 11
11, 11
12, 14
14, 12
12, 15
15, 12
12, 12
13, 13
14, 14
15, 15
16, 16
<end>
