<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 6, 9, 11, 12, 13, 16
<V>
4, 5, 6, 9, 11
<coordinates X,Y>
194.9752783603244, 804.6261849899028
784.0937126398568, 205.2278415921735
728.1972754654636, 229.06646322294836
544.4670608501522, 821.7334319073904
460.7487564845034, 135.1842354575553
412.237547189039, 947.3453294642463
337.6070214030206, 155.26787272808244
209.5723318859059, 465.55060599383734
439.39812976933786, 522.1249748427742
582.4853136686805, 50.36903479924462
670.2087461400896, 156.94845219377933
230.451387291736, 941.9343053792343
79.70341011377985, 306.74265833495946
694.6896235728544, 574.3254788566377
91.58137293447348, 262.8341508239761
777.8527137823578, 272.0593089661178
<adjacency matrix>
1, 2
2, 1
1, 5
5, 1
1, 6
6, 1
1, 10
10, 1
1, 12
12, 1
1, 1
2, 7
7, 2
2, 13
13, 2
2, 2
3, 4
4, 3
3, 6
6, 3
3, 7
7, 3
3, 3
4, 6
6, 4
4, 10
10, 4
4, 13
13, 4
4, 4
5, 12
12, 5
5, 13
13, 5
5, 5
6, 7
7, 6
6, 12
12, 6
6, 15
15, 6
6, 6
7, 9
9, 7
7, 11
11, 7
7, 16
16, 7
7, 7
8, 11
11, 8
8, 13
13, 8
8, 8
9, 12
12, 9
9, 13
13, 9
9, 14
14, 9
9, 15
15, 9
9, 9
10, 11
11, 10
10, 13
13, 10
10, 14
14, 10
10, 16
16, 10
10, 10
11, 12
12, 11
11, 14
14, 11
11, 11
12, 15
15, 12
12, 12
13, 14
14, 13
13, 15
15, 13
13, 13
14, 14
15, 15
16, 16
<end>
