<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 4, 6, 8, 9, 10, 11, 12, 14, 16
<V>
2, 4, 9, 11, 12
<coordinates X,Y>
899.0757095718967, 381.30982158195746
227.1529550301683, 672.8279752312378
114.48689533870362, 442.2944840523199
863.7853060744462, 852.5146998271482
59.04609654631376, 535.4059476787554
767.9918606593753, 311.20924690051595
219.13936557430134, 671.494478346287
875.2885384343904, 647.3747040949892
81.125356243325, 531.1569092077988
500.74600357047666, 963.4801585146432
315.09471694831336, 380.219592870086
957.649701023125, 309.042034275559
870.2045587340941, 397.8908507087133
62.24993039794733, 405.74830856233024
977.6898053784932, 764.2742849217586
835.3013779478075, 338.9463505255158
<adjacency matrix>
1, 3
3, 1
1, 4
4, 1
1, 7
7, 1
1, 12
12, 1
1, 15
15, 1
1, 1
2, 4
4, 2
2, 6
6, 2
2, 8
8, 2
2, 12
12, 2
2, 16
16, 2
2, 2
3, 5
5, 3
3, 8
8, 3
3, 9
9, 3
3, 11
11, 3
3, 14
14, 3
3, 3
4, 6
6, 4
4, 10
10, 4
4, 4
5, 7
7, 5
5, 8
8, 5
5, 11
11, 5
5, 12
12, 5
5, 5
6, 7
7, 6
6, 9
9, 6
6, 11
11, 6
6, 13
13, 6
6, 6
7, 12
12, 7
7, 16
16, 7
7, 7
8, 15
15, 8
8, 8
9, 10
10, 9
9, 13
13, 9
9, 9
10, 15
15, 10
10, 10
11, 13
13, 11
11, 15
15, 11
11, 16
16, 11
11, 11
12, 15
15, 12
12, 12
13, 13
14, 16
16, 14
14, 14
15, 15
16, 16
<end>
