<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 3, 4, 5, 6, 8, 9, 11, 12, 13, 14
<V>
4, 8, 11, 12, 14
<coordinates X,Y>
119.14835444407852, 891.3057634934208
106.774443915486, 229.60731107478978
260.3186512418169, 862.866696562313
579.9834070802605, 220.9791637044951
26.481668371615257, 106.90189972737404
231.12637527078374, 131.7978090393785
553.2887154733055, 872.1980700360074
572.7297239907506, 91.4238139728193
493.1467400442082, 767.8085566894114
854.8849655076756, 593.5416223247489
102.01241702062944, 979.0231995272103
546.4705698034093, 648.1253615516925
614.4505693170846, 57.6011027274937
175.78429704486754, 94.98215381455498
666.2567983588848, 112.67349694588795
303.0995819423761, 950.1316884409885
<adjacency matrix>
1, 2
2, 1
1, 11
11, 1
1, 12
12, 1
1, 1
2, 3
3, 2
2, 5
5, 2
2, 9
9, 2
2, 11
11, 2
2, 2
3, 5
5, 3
3, 7
7, 3
3, 11
11, 3
3, 12
12, 3
3, 15
15, 3
3, 3
4, 9
9, 4
4, 11
11, 4
4, 4
5, 6
6, 5
5, 8
8, 5
5, 14
14, 5
5, 5
6, 10
10, 6
6, 16
16, 6
6, 6
7, 9
9, 7
7, 10
10, 7
7, 11
11, 7
7, 7
8, 9
9, 8
8, 13
13, 8
8, 14
14, 8
8, 15
15, 8
8, 16
16, 8
8, 8
9, 11
11, 9
9, 13
13, 9
9, 14
14, 9
9, 15
15, 9
9, 9
10, 11
11, 10
10, 10
11, 15
15, 11
11, 16
16, 11
11, 11
12, 14
14, 12
12, 12
13, 15
15, 13
13, 13
14, 14
15, 15
16, 16
<end>
