<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 7, 9, 11, 13, 14, 16
<V>
2, 7, 9, 14, 16
<coordinates X,Y>
441.64920810397234, 734.297451615225
462.9515194678748, 34.75287795161154
30.600488193909666, 483.5300651906517
323.3286593030872, 54.551589636211325
527.160696312859, 575.7776362948713
353.79700671019856, 837.5078434275781
475.20694677330204, 200.39008602338004
309.65336907282085, 600.5888692288045
395.7769728706124, 172.40083754856613
55.67981734869738, 793.9544924080201
420.8878720731133, 477.1157750986588
762.8416512003763, 676.821420913923
56.124626703789644, 950.6332755038436
580.6311853081846, 500.84765027744413
181.17100200348435, 641.9127985522994
842.6800365032993, 543.2643762711336
<adjacency matrix>
1, 4
4, 1
1, 6
6, 1
1, 11
11, 1
1, 13
13, 1
1, 15
15, 1
1, 1
2, 5
5, 2
2, 6
6, 2
2, 7
7, 2
2, 12
12, 2
2, 2
3, 4
4, 3
3, 8
8, 3
3, 11
11, 3
3, 3
4, 10
10, 4
4, 12
12, 4
4, 14
14, 4
4, 4
5, 9
9, 5
5, 11
11, 5
5, 13
13, 5
5, 15
15, 5
5, 16
16, 5
5, 5
6, 16
16, 6
6, 6
7, 9
9, 7
7, 11
11, 7
7, 15
15, 7
7, 7
8, 9
9, 8
8, 11
11, 8
8, 13
13, 8
8, 14
14, 8
8, 15
15, 8
8, 8
9, 12
12, 9
9, 9
10, 11
11, 10
10, 10
11, 13
13, 11
11, 14
14, 11
11, 16
16, 11
11, 11
12, 13
13, 12
12, 12
13, 13
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
