<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 16
<V>
3, 5, 7, 8, 10
<coordinates X,Y>
290.85778134105533, 423.8201459625439
563.3247320580169, 393.48068971507354
772.3111865573755, 527.2684607405705
281.2211362298149, 201.2372589766549
500.1427997790717, 144.61795588246736
465.23676111328723, 981.8455363378716
130.8505632269601, 411.8367920404813
255.2754854434918, 941.0449584030745
886.5202953173136, 736.9755429177025
92.08909918687365, 75.46464413969606
349.1469898475236, 386.3730636939775
328.6616733874292, 695.3391626293925
933.6972622883034, 472.87703953127516
588.6992081451881, 586.3572165349265
417.7032343210422, 766.9036290381893
183.64244572503884, 795.0499514265179
<adjacency matrix>
1, 2
2, 1
1, 12
12, 1
1, 1
2, 6
6, 2
2, 11
11, 2
2, 13
13, 2
2, 2
3, 6
6, 3
3, 7
7, 3
3, 8
8, 3
3, 12
12, 3
3, 16
16, 3
3, 3
4, 7
7, 4
4, 13
13, 4
4, 14
14, 4
4, 4
5, 8
8, 5
5, 13
13, 5
5, 15
15, 5
5, 16
16, 5
5, 5
6, 8
8, 6
6, 6
7, 9
9, 7
7, 12
12, 7
7, 14
14, 7
7, 16
16, 7
7, 7
8, 13
13, 8
8, 8
9, 10
10, 9
9, 12
12, 9
9, 15
15, 9
9, 16
16, 9
9, 9
10, 12
12, 10
10, 14
14, 10
10, 16
16, 10
10, 10
11, 14
14, 11
11, 16
16, 11
11, 11
12, 14
14, 12
12, 15
15, 12
12, 12
13, 16
16, 13
13, 13
14, 15
15, 14
14, 14
15, 15
16, 16
<end>
