<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 16
<V>
2, 3, 6, 11, 12
<coordinates X,Y>
821.8156752129589, 467.529816569759
430.095002767563, 10.248634819399154
332.3927909665712, 994.8472979684636
376.7190074718192, 483.77465696031487
85.98190897953451, 888.97801240866
472.1445679871529, 946.3269356991436
249.98148951213335, 535.4631772704164
801.4604917362303, 444.6045019053637
132.4600746953894, 130.65956760817502
832.4477845905379, 257.26321183768863
200.82851814507862, 215.30698802753093
28.2900901344736, 634.9176658684001
441.7208677918497, 547.1598293467875
557.0391021541657, 391.76875535799036
895.8796759473511, 238.5064305282672
282.48788591481116, 698.8558493222018
<adjacency matrix>
1, 2
2, 1
1, 5
5, 1
1, 8
8, 1
1, 12
12, 1
1, 14
14, 1
1, 15
15, 1
1, 1
2, 3
3, 2
2, 7
7, 2
2, 8
8, 2
2, 2
3, 15
15, 3
3, 16
16, 3
3, 3
4, 7
7, 4
4, 12
12, 4
4, 4
5, 6
6, 5
5, 7
7, 5
5, 14
14, 5
5, 5
6, 9
9, 6
6, 14
14, 6
6, 15
15, 6
6, 16
16, 6
6, 6
7, 8
8, 7
7, 12
12, 7
7, 13
13, 7
7, 15
15, 7
7, 16
16, 7
7, 7
8, 9
9, 8
8, 11
11, 8
8, 12
12, 8
8, 8
9, 11
11, 9
9, 12
12, 9
9, 14
14, 9
9, 9
10, 12
12, 10
10, 10
11, 11
12, 12
13, 14
14, 13
13, 15
15, 13
13, 16
16, 13
13, 13
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
