<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 5, 7, 8, 10, 11, 12, 13, 14
<V>
7, 11, 12, 13, 14
<coordinates X,Y>
476.145428855125, 709.238627722946
15.67700183064826, 139.61157222887107
679.745823219021, 754.8133423095965
913.4427958563523, 209.30423558024847
40.90298390465546, 399.5920026548216
796.4685453729832, 404.665643060927
46.47049557996211, 385.49045755250313
886.5216558797804, 440.239743716314
105.94797553818253, 2.5299771809880336
124.3795636849148, 313.3102061516064
285.69327765026105, 417.761301152894
644.5487889586277, 689.3477635427164
761.5416108212708, 119.70147225334466
771.635042043233, 905.57223666095
788.5929043105136, 319.51085913197153
877.5284086256033, 985.2858054089471
<adjacency matrix>
1, 2
2, 1
1, 3
3, 1
1, 4
4, 1
1, 9
9, 1
1, 16
16, 1
1, 1
2, 10
10, 2
2, 2
3, 6
6, 3
3, 15
15, 3
3, 3
4, 10
10, 4
4, 12
12, 4
4, 14
14, 4
4, 15
15, 4
4, 16
16, 4
4, 4
5, 8
8, 5
5, 12
12, 5
5, 16
16, 5
5, 5
6, 7
7, 6
6, 8
8, 6
6, 9
9, 6
6, 6
7, 8
8, 7
7, 9
9, 7
7, 13
13, 7
7, 15
15, 7
7, 16
16, 7
7, 7
8, 8
9, 10
10, 9
9, 15
15, 9
9, 9
10, 11
11, 10
10, 13
13, 10
10, 16
16, 10
10, 10
11, 13
13, 11
11, 16
16, 11
11, 11
12, 14
14, 12
12, 12
13, 14
14, 13
13, 15
15, 13
13, 13
14, 16
16, 14
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
