<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 7, 10, 12, 14, 15, 16
<V>
4, 5, 7, 10, 14
<coordinates X,Y>
813.8636587549794, 625.0056805941758
378.8333707955043, 48.06086500899336
340.4658166889288, 991.6727371646499
252.27377500045418, 903.8535183088753
614.7426471703703, 448.13011780242823
87.94172973549804, 252.91231247711025
382.94415913704563, 435.86003101978946
261.06197190843244, 181.90548284900123
40.36051023123449, 46.9345502895147
414.4407082514101, 903.7039291641531
668.953345301296, 619.8334140367407
685.731022422461, 419.5886692901144
953.8406843184246, 732.2697913696667
997.3014417770513, 747.2749332192972
985.3714566349934, 600.9487401036278
656.3443845208567, 724.587689431761
<adjacency matrix>
1, 2
2, 1
1, 5
5, 1
1, 6
6, 1
1, 11
11, 1
1, 14
14, 1
1, 16
16, 1
1, 1
2, 3
3, 2
2, 5
5, 2
2, 9
9, 2
2, 11
11, 2
2, 15
15, 2
2, 2
3, 5
5, 3
3, 6
6, 3
3, 9
9, 3
3, 11
11, 3
3, 3
4, 5
5, 4
4, 11
11, 4
4, 12
12, 4
4, 4
5, 12
12, 5
5, 13
13, 5
5, 5
6, 15
15, 6
6, 6
7, 8
8, 7
7, 11
11, 7
7, 15
15, 7
7, 16
16, 7
7, 7
8, 9
9, 8
8, 10
10, 8
8, 12
12, 8
8, 8
9, 12
12, 9
9, 15
15, 9
9, 16
16, 9
9, 9
10, 10
11, 13
13, 11
11, 11
12, 13
13, 12
12, 12
13, 14
14, 13
13, 13
14, 16
16, 14
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
