<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 6, 7, 9, 10, 11, 14, 16
<V>
2, 7, 10, 11, 14
<coordinates X,Y>
352.90627476731726, 46.80654506307738
194.11428829769952, 425.7040079048199
44.68334206628582, 345.5861607675105
378.9801137242423, 10.461751980157917
149.1040490623044, 272.46700966298715
373.9217978736758, 587.2995842108385
821.6318789964641, 49.968660226968396
397.7690201105135, 365.7679106093245
706.1312367926316, 551.4322106821926
492.67865041782227, 689.25568271843
42.8148770988067, 732.1292036839648
766.8119002495862, 12.976252714913077
202.03263929751338, 293.27528406077636
788.9171468441373, 512.0860122467694
858.4899701882885, 34.9732102252445
524.5830683236845, 814.7127775041837
<adjacency matrix>
1, 5
5, 1
1, 6
6, 1
1, 8
8, 1
1, 9
9, 1
1, 11
11, 1
1, 12
12, 1
1, 14
14, 1
1, 15
15, 1
1, 16
16, 1
1, 1
2, 6
6, 2
2, 8
8, 2
2, 12
12, 2
2, 13
13, 2
2, 16
16, 2
2, 2
3, 5
5, 3
3, 10
10, 3
3, 13
13, 3
3, 3
4, 6
6, 4
4, 8
8, 4
4, 9
9, 4
4, 13
13, 4
4, 15
15, 4
4, 4
5, 6
6, 5
5, 9
9, 5
5, 12
12, 5
5, 5
6, 11
11, 6
6, 12
12, 6
6, 15
15, 6
6, 6
7, 8
8, 7
7, 14
14, 7
7, 7
8, 9
9, 8
8, 12
12, 8
8, 15
15, 8
8, 8
9, 9
10, 14
14, 10
10, 10
11, 11
12, 12
13, 14
14, 13
13, 13
14, 15
15, 14
14, 14
15, 15
16, 16
<end>
