<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 3, 4, 6, 7, 9, 11, 12, 13, 15, 16
<V>
3, 9, 13, 15, 16
<coordinates X,Y>
899.6200028078913, 287.282483228298
784.9043913858269, 372.443227549136
156.69426110159293, 558.1625435907949
832.8429665272835, 976.5907008838196
275.3517258655479, 804.794007293899
930.2557471419515, 100.44944479466834
58.18562047682587, 892.7234025694901
390.2870106244013, 402.59786891438296
400.1084758270133, 71.76681799740982
119.04806436057436, 587.6471203494251
173.02333716813624, 676.9929258868904
608.7900522218417, 708.0978143725077
134.69986340356698, 328.14116855908264
268.21952886254854, 494.21779330952455
15.669610011201003, 539.1588169834743
401.69808970240325, 707.5432236257797
<adjacency matrix>
1, 3
3, 1
1, 4
4, 1
1, 12
12, 1
1, 1
2, 5
5, 2
2, 11
11, 2
2, 15
15, 2
2, 16
16, 2
2, 2
3, 6
6, 3
3, 9
9, 3
3, 10
10, 3
3, 3
4, 8
8, 4
4, 12
12, 4
4, 13
13, 4
4, 4
5, 7
7, 5
5, 9
9, 5
5, 5
6, 7
7, 6
6, 8
8, 6
6, 10
10, 6
6, 11
11, 6
6, 12
12, 6
6, 13
13, 6
6, 15
15, 6
6, 6
7, 9
9, 7
7, 10
10, 7
7, 7
8, 12
12, 8
8, 13
13, 8
8, 8
9, 12
12, 9
9, 16
16, 9
9, 9
10, 11
11, 10
10, 13
13, 10
10, 10
11, 12
12, 11
11, 16
16, 11
11, 11
12, 15
15, 12
12, 12
13, 15
15, 13
13, 13
14, 15
15, 14
14, 16
16, 14
14, 14
15, 15
16, 16
<end>
