<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 3, 4, 5, 7, 9, 10, 11, 14, 15, 16
<V>
3, 9, 10, 14, 15
<coordinates X,Y>
385.68084963515923, 421.57516837914125
619.2535759038645, 599.5155632498553
592.6272571408236, 181.0030595178099
265.9820451648119, 808.3512504700813
453.24742902612184, 243.48657534550327
313.4270029860214, 503.80313199427394
65.07838501571783, 136.56267676326817
926.0784352649789, 209.3964350509863
855.9595237908457, 975.6183137628004
292.13142289181576, 537.4554158871711
306.7329397156501, 112.7805001578663
612.923347633094, 162.56268541858304
98.55902041793178, 418.7046257436399
895.4780888129702, 636.1406451790208
515.3673364848642, 20.500914993338014
142.8852575194443, 209.60154600606916
<adjacency matrix>
1, 2
2, 1
1, 7
7, 1
1, 11
11, 1
1, 14
14, 1
1, 1
2, 3
3, 2
2, 8
8, 2
2, 12
12, 2
2, 14
14, 2
2, 2
3, 6
6, 3
3, 12
12, 3
3, 15
15, 3
3, 3
4, 13
13, 4
4, 14
14, 4
4, 4
5, 8
8, 5
5, 12
12, 5
5, 13
13, 5
5, 14
14, 5
5, 16
16, 5
5, 5
6, 7
7, 6
6, 10
10, 6
6, 14
14, 6
6, 15
15, 6
6, 6
7, 13
13, 7
7, 7
8, 10
10, 8
8, 15
15, 8
8, 16
16, 8
8, 8
9, 11
11, 9
9, 15
15, 9
9, 9
10, 11
11, 10
10, 12
12, 10
10, 16
16, 10
10, 10
11, 12
12, 11
11, 14
14, 11
11, 15
15, 11
11, 11
12, 13
13, 12
12, 12
13, 13
14, 15
15, 14
14, 14
15, 15
16, 16
<end>
