<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15
<V>
5, 9, 12, 13, 15
<coordinates X,Y>
884.8543329954546, 674.1109480178854
753.7499389236391, 350.8765183105136
986.0743708092024, 228.2945658870805
35.14818852672657, 625.7568422340579
882.2160069258612, 573.605762072954
421.00361050483565, 705.0015424329911
322.8254046544044, 725.9448140241673
611.0382636420546, 744.1498719806663
133.8139591436606, 643.4885631207909
787.0664219073587, 1000.0973278869828
465.3787053670259, 468.0879843529415
848.1813053352136, 348.9241410898961
63.21942249917375, 674.8410057328131
976.8595018811264, 273.9139043008595
8.892830125085393, 396.96273642980395
791.3575974249386, 763.1411187617733
<adjacency matrix>
1, 5
5, 1
1, 8
8, 1
1, 9
9, 1
1, 11
11, 1
1, 12
12, 1
1, 14
14, 1
1, 15
15, 1
1, 1
2, 5
5, 2
2, 8
8, 2
2, 2
3, 4
4, 3
3, 13
13, 3
3, 15
15, 3
3, 16
16, 3
3, 3
4, 6
6, 4
4, 12
12, 4
4, 13
13, 4
4, 4
5, 9
9, 5
5, 12
12, 5
5, 13
13, 5
5, 5
6, 8
8, 6
6, 9
9, 6
6, 6
7, 15
15, 7
7, 7
8, 10
10, 8
8, 11
11, 8
8, 13
13, 8
8, 16
16, 8
8, 8
9, 11
11, 9
9, 12
12, 9
9, 14
14, 9
9, 9
10, 12
12, 10
10, 14
14, 10
10, 16
16, 10
10, 10
11, 13
13, 11
11, 11
12, 12
13, 15
15, 13
13, 16
16, 13
13, 13
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
