<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 7, 8, 9, 13, 14, 15, 16
<V>
4, 9, 13, 14, 16
<coordinates X,Y>
840.2694968816874, 944.6358481315656
676.5178632246949, 552.2263558523691
594.9258957887849, 862.2089656254828
335.0981564195723, 275.113413842567
389.9281521115707, 440.050121357766
38.05608519137821, 883.8592096937357
390.68251503242516, 471.1931756192602
979.9423543979075, 996.5018811982322
688.2920819475503, 420.05799654121137
6.995080068464605, 582.2510997884573
367.34038870129456, 495.78593603343023
629.0192326723115, 756.8013476882394
687.127511197165, 183.21822497200927
150.37218973890631, 486.2253816700133
817.3053812289126, 785.3891398969963
124.72612876520073, 844.2505743497371
<adjacency matrix>
1, 5
5, 1
1, 6
6, 1
1, 14
14, 1
1, 15
15, 1
1, 16
16, 1
1, 1
2, 3
3, 2
2, 7
7, 2
2, 14
14, 2
2, 2
3, 6
6, 3
3, 8
8, 3
3, 10
10, 3
3, 15
15, 3
3, 16
16, 3
3, 3
4, 5
5, 4
4, 7
7, 4
4, 8
8, 4
4, 11
11, 4
4, 12
12, 4
4, 4
5, 6
6, 5
5, 7
7, 5
5, 13
13, 5
5, 5
6, 9
9, 6
6, 11
11, 6
6, 13
13, 6
6, 15
15, 6
6, 6
7, 9
9, 7
7, 7
8, 10
10, 8
8, 15
15, 8
8, 8
9, 9
10, 12
12, 10
10, 15
15, 10
10, 10
11, 13
13, 11
11, 14
14, 11
11, 16
16, 11
11, 11
12, 12
13, 16
16, 13
13, 13
14, 15
15, 14
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
