<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 15
<V>
3, 4, 5, 8, 10
<coordinates X,Y>
349.1622729404341, 801.3208395582055
694.2929013620262, 59.04301418892822
698.3215433933474, 779.5616565990489
285.34978366847906, 658.2805737976367
410.3102747193151, 935.9943272576297
554.1458515825519, 456.8502419703108
314.4830771860371, 192.12744168500413
576.4970864983942, 768.4564374846988
107.3203736263276, 423.81331761877806
979.6466580872972, 262.6574769376033
42.065398578617845, 97.65896712552426
970.0217678304069, 642.6254751909674
178.45343456314262, 311.19877884585355
945.7261978893279, 231.23173486577545
89.44412117495797, 833.9121730959844
117.26290814361697, 482.7577570309233
<adjacency matrix>
1, 4
4, 1
1, 8
8, 1
1, 13
13, 1
1, 1
2, 3
3, 2
2, 4
4, 2
2, 7
7, 2
2, 9
9, 2
2, 10
10, 2
2, 11
11, 2
2, 14
14, 2
2, 15
15, 2
2, 2
3, 6
6, 3
3, 10
10, 3
3, 11
11, 3
3, 14
14, 3
3, 3
4, 5
5, 4
4, 7
7, 4
4, 12
12, 4
4, 13
13, 4
4, 15
15, 4
4, 16
16, 4
4, 4
5, 11
11, 5
5, 5
6, 8
8, 6
6, 10
10, 6
6, 12
12, 6
6, 6
7, 8
8, 7
7, 11
11, 7
7, 7
8, 8
9, 13
13, 9
9, 16
16, 9
9, 9
10, 16
16, 10
10, 10
11, 13
13, 11
11, 14
14, 11
11, 15
15, 11
11, 11
12, 13
13, 12
12, 12
13, 14
14, 13
13, 13
14, 14
15, 16
16, 15
15, 15
16, 16
<end>
