<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 5, 8, 9, 11, 12, 13, 15
<V>
2, 3, 9, 12, 13
<coordinates X,Y>
912.4498653354799, 890.6050321382995
201.89580933852264, 424.2672549981883
810.9298082666303, 875.5680031095338
126.122143665039, 510.42861784298606
154.61732012945197, 453.54402778272845
579.1202118814338, 691.3994167203042
994.3220879774275, 766.2499882865583
843.9555793786417, 768.2432514088158
176.40065507642322, 676.1826343051238
921.4358417067355, 38.93500158103957
377.68147387411585, 766.7422207786279
110.06452384629499, 771.0849200600051
288.5811681474989, 833.4867338223801
599.3248255667872, 135.9146886378927
376.30717540008675, 903.9437710688302
478.1019519599442, 989.3337537639275
<adjacency matrix>
1, 3
3, 1
1, 8
8, 1
1, 11
11, 1
1, 14
14, 1
1, 1
2, 3
3, 2
2, 8
8, 2
2, 2
3, 4
4, 3
3, 8
8, 3
3, 11
11, 3
3, 12
12, 3
3, 14
14, 3
3, 16
16, 3
3, 3
4, 5
5, 4
4, 10
10, 4
4, 14
14, 4
4, 4
5, 8
8, 5
5, 12
12, 5
5, 14
14, 5
5, 16
16, 5
5, 5
6, 9
9, 6
6, 13
13, 6
6, 16
16, 6
6, 6
7, 8
8, 7
7, 10
10, 7
7, 7
8, 9
9, 8
8, 10
10, 8
8, 13
13, 8
8, 15
15, 8
8, 8
9, 13
13, 9
9, 9
10, 16
16, 10
10, 10
11, 13
13, 11
11, 11
12, 13
13, 12
12, 15
15, 12
12, 12
13, 14
14, 13
13, 15
15, 13
13, 13
14, 16
16, 14
14, 14
15, 15
16, 16
<end>
