<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 4, 5, 7, 9, 10, 11, 13, 14, 15, 16
<V>
4, 5, 7, 9, 10
<coordinates X,Y>
549.1930074588284, 812.3263716813855
826.8596745044939, 351.002630980017
994.221241163408, 815.4913410625672
998.4401776413065, 351.1684159393354
893.8437720115379, 45.85817731057193
537.1457985769075, 45.53557982202808
23.685278630925424, 632.1758498188954
151.2132588768396, 546.701400555646
403.83387444851974, 832.4561567034986
897.0717137326936, 735.9555068173734
337.05805112183833, 377.5787987282089
52.85265690904764, 961.3493034355643
506.9639750694162, 466.2757074392356
798.8292972401631, 710.608700281487
721.2850297284364, 460.56887460895814
892.3842638554308, 152.717578745866
<adjacency matrix>
1, 3
3, 1
1, 4
4, 1
1, 6
6, 1
1, 10
10, 1
1, 1
2, 8
8, 2
2, 10
10, 2
2, 16
16, 2
2, 2
3, 5
5, 3
3, 6
6, 3
3, 12
12, 3
3, 14
14, 3
3, 15
15, 3
3, 16
16, 3
3, 3
4, 7
7, 4
4, 10
10, 4
4, 14
14, 4
4, 16
16, 4
4, 4
5, 6
6, 5
5, 14
14, 5
5, 5
6, 6
7, 13
13, 7
7, 15
15, 7
7, 16
16, 7
7, 7
8, 9
9, 8
8, 14
14, 8
8, 15
15, 8
8, 16
16, 8
8, 8
9, 12
12, 9
9, 13
13, 9
9, 15
15, 9
9, 9
10, 14
14, 10
10, 10
11, 13
13, 11
11, 11
12, 16
16, 12
12, 12
13, 14
14, 13
13, 15
15, 13
13, 16
16, 13
13, 13
14, 16
16, 14
14, 14
15, 15
16, 16
<end>
