<number of nodes>
16
<ratio of available edges>
0.3
<D 2/3>
1, 2, 3, 4, 6, 7, 8, 9, 12, 13, 14
<V>
3, 6, 12, 13, 14
<coordinates X,Y>
281.89418121417066, 85.7333167383103
246.99447403138996, 766.0199648476356
989.7875948854987, 66.60257477824263
612.1524897212506, 62.66349394153506
457.3009095494132, 557.0277914222215
709.75556155205, 334.92062179692556
513.8833498910232, 616.9559158062211
472.145813647119, 820.8004642688619
965.4808466229324, 350.2285887885416
840.4241138830856, 927.0339034742292
969.6593639994047, 916.3024056097134
100.00499592491519, 847.7037153205677
622.7554687317922, 342.80952283433624
732.5525465830143, 586.2288007645924
576.8620759633379, 694.6540283643419
155.49912614970194, 407.60022953892803
<adjacency matrix>
1, 4
4, 1
1, 6
6, 1
1, 9
9, 1
1, 14
14, 1
1, 15
15, 1
1, 1
2, 4
4, 2
2, 11
11, 2
2, 2
3, 6
6, 3
3, 8
8, 3
3, 11
11, 3
3, 15
15, 3
3, 16
16, 3
3, 3
4, 6
6, 4
4, 7
7, 4
4, 10
10, 4
4, 11
11, 4
4, 4
5, 6
6, 5
5, 12
12, 5
5, 15
15, 5
5, 5
6, 7
7, 6
6, 10
10, 6
6, 12
12, 6
6, 13
13, 6
6, 16
16, 6
6, 6
7, 11
11, 7
7, 14
14, 7
7, 15
15, 7
7, 16
16, 7
7, 7
8, 12
12, 8
8, 8
9, 9
10, 15
15, 10
10, 16
16, 10
10, 10
11, 14
14, 11
11, 11
12, 15
15, 12
12, 16
16, 12
12, 12
13, 14
14, 13
13, 13
14, 16
16, 14
14, 14
15, 15
16, 16
<end>
